Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
223,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,31,29,2606,29.0,4,1,5,4,0.14,0.03,0.16,0.04,0.19,0.16,0.19
224,Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22,36,32,2811,31.2,0,1,1,0,0.00,0.03,0.02,0.05,0.07,0.02,0.07
225,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,29,20,1427,15.9,4,1,5,4,0.25,0.06,0.22,0.08,0.30,0.22,0.30
226,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,24,17,1555,17.3,0,1,1,0,0.00,0.06,0.05,0.11,0.16,0.05,0.16
227,Davide Bartesaghi,ITA,"DF,MF",Milan,Serie A,17,6,0,79,0.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Marc Bartra,ESP,DF,Betis,La Liga,32,3,3,225,2.5,0,0,0,0,0.00,0.00,0.08,0.00,0.08,0.08,0.08
229,Federico Baschirotto,ITA,DF,Lecce,Serie A,26,37,37,3294,36.6,0,1,1,0,0.00,0.03,0.05,0.02,0.07,0.04,0.06
230,Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2,0,6,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,35,8,3,321,3.6,0,0,0,0,0.00,0.00,0.04,0.07,0.10,0.04,0.10
232,Toma Bašić,CRO,MF,Salernitana,Serie A,26,15,14,1162,12.9,0,0,0,0,0.00,0.00,0.05,0.04,0.09,0.05,0.09
233,Calvin Bassey,NGA,DF,Fulham,Premier League,23,29,25,2303,25.6,1,0,1,1,0.04,0.00,0.01,0.00,0.01,0.01,0.01
234,Alessandro Bastoni,ITA,DF,Inter,Serie A,24,28,28,2268,25.2,1,3,4,1,0.04,0.12,0.05,0.13,0.18,0.05,0.18
235,Simone Bastoni,ITA,"MF,DF",Empoli,Serie A,26,16,9,745,8.3,1,0,1,1,0.12,0.00,0.05,0.06,0.11,0.05,0.11
236,Augusto Batalla,ARG,GK,Granada,La Liga,27,17,17,1530,17.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Daniel Batz,GER,GK,Mainz 05,Bundesliga,32,4,4,360,4.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23,14,9,810,9.0,1,0,1,1,0.11,0.00,0.15,0.00,0.15,0.15,0.15
239,Elias Baum,GER,"DF,MF",Eint Frankfurt,Bundesliga,17,4,0,28,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,33,34,34,3060,34.0,0,1,1,0,0.00,0.03,0.00,0.01,0.01,0.00,0.01
241,Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,Bundesliga,23,32,11,1158,12.9,5,1,6,5,0.39,0.08,0.28,0.12,0.41,0.28,0.41
242,Bebé,CPV,"MF,FW",Rayo Vallecano,La Liga,33,19,0,212,2.4,2,0,2,1,0.85,0.00,0.61,0.09,0.70,0.28,0.37
243,Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,29,32,16,1636,18.2,7,5,12,7,0.39,0.28,0.27,0.14,0.41,0.27,0.41
244,Mohamed Bechikh,FRA,"FW,MF",Strasbourg,Ligue 1,18,2,0,14,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,26,23,11,974,10.8,1,1,2,1,0.09,0.09,0.16,0.07,0.23,0.16,0.23
246,Owen Beck,WAL,DF,Liverpool,Premier League,20,1,0,8,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,28,15,8,771,8.6,2,2,4,2,0.23,0.23,0.17,0.21,0.38,0.17,0.38
248,Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,11,7,645,7.2,0,1,1,0,0.00,0.14,0.12,0.25,0.37,0.12,0.37
249,Chris Bedia,CIV,"FW,MF",Union Berlin,Bundesliga,27,7,0,145,1.6,1,0,1,1,0.62,0.00,0.13,0.11,0.24,0.13,0.24
250,Donny van de Beek,NED,DF,Manchester Utd,Premier League,26,1,0,3,0.0,0,0,0,0,0.00,0.00,1.09,4.44,5.54,1.09,5.54
251,Donny van de Beek,NED,"MF,FW",Eint Frankfurt,Bundesliga,26,8,4,357,4.0,0,0,0,0,0.00,0.00,0.02,0.09,0.12,0.02,0.12
252,Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,22,14,3,300,3.3,0,0,0,0,0.00,0.00,0.12,0.03,0.15,0.12,0.15
253,Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,32,13,7,616,6.8,1,1,2,1,0.15,0.15,0.23,0.13,0.36,0.23,0.36
254,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,18,14,1262,14.0,4,0,4,4,0.29,0.00,0.43,0.06,0.50,0.43,0.50
255,Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,20,33,29,2420,26.9,16,1,17,16,0.60,0.04,0.43,0.09,0.51,0.43,0.51
256,Jérémie Bela,ANG,"MF,FW",Clermont Foot,Ligue 1,30,12,1,203,2.3,0,0,0,0,0.00,0.00,0.10,0.05,0.15,0.10,0.15
257,Reda Belahyane,FRA,MF,Hellas Verona,Serie A,19,2,1,90,1.0,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
258,Reda Belahyane,FRA,MF,Nice,Ligue 1,19,1,0,27,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Amari'i Bell,JAM,DF,Luton Town,Premier League,29,21,21,1720,19.1,0,0,0,0,0.00,0.00,0.01,0.02,0.04,0.01,0.04
260,Stefan Bell,GER,DF,Mainz 05,Bundesliga,31,10,8,666,7.4,0,0,0,0,0.00,0.00,0.03,0.01,0.04,0.03,0.04
261,Alaa Bellaarouch,MAR,GK,Strasbourg,Ligue 1,21,15,15,1350,15.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Raoul Bellanova,ITA,DF,Torino,Serie A,23,37,36,3046,33.8,1,7,8,1,0.03,0.21,0.06,0.15,0.21,0.06,0.21
263,Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,25,22,10,958,10.6,2,1,3,2,0.19,0.09,0.15,0.09,0.24,0.15,0.24
264,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,25,3,3,269,3.0,2,2,4,2,0.67,0.67,0.19,0.51,0.69,0.19,0.69
265,Héctor Bellerín,ESP,DF,Betis,La Liga,28,23,20,1711,19.0,0,1,1,0,0.00,0.05,0.01,0.08,0.09,0.01,0.09
266,Jude Bellingham,ENG,MF,Real Madrid,La Liga,20,28,27,2315,25.7,19,6,25,18,0.74,0.23,0.43,0.21,0.64,0.40,0.61
267,Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,18,23,16,1448,16.1,0,1,1,0,0.00,0.06,0.03,0.02,0.06,0.03,0.06
268,Andrea Belotti,ITA,FW,Fiorentina,Serie A,29,15,11,949,10.5,3,0,3,3,0.28,0.00,0.35,0.07,0.41,0.35,0.41
269,Andrea Belotti,ITA,FW,Roma,Serie A,29,14,6,679,7.5,3,2,5,3,0.40,0.27,0.32,0.16,0.48,0.32,0.48
270,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,24,33,28,2428,27.0,0,0,0,0,0.00,0.00,0.03,0.04,0.07,0.03,0.07
271,Lucas Beltrán,ARG,"FW,MF",Fiorentina,Serie A,22,32,21,1692,18.8,6,2,8,5,0.32,0.11,0.20,0.08,0.28,0.16,0.24
272,Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,18,13,4,428,4.8,2,1,3,2,0.42,0.21,0.17,0.10,0.27,0.17,0.27
273,Anis Ben Slimane,TUN,MF,Sheffield Utd,Premier League,22,15,4,419,4.7,0,0,0,0,0.00,0.00,0.17,0.06,0.23,0.17,0.23
274,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,32,32,26,2316,25.7,16,2,18,15,0.62,0.08,0.48,0.17,0.65,0.45,0.62
275,Carlos Benavídez,URU,MF,Alavés,La Liga,25,29,10,1136,12.6,3,1,4,3,0.24,0.08,0.08,0.04,0.12,0.08,0.12
276,Ismaël Bennacer,ALG,MF,Milan,Serie A,25,20,13,1151,12.8,2,2,4,1,0.16,0.16,0.13,0.19,0.32,0.07,0.26
277,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,27,13,5,620,6.9,0,1,1,0,0.00,0.15,0.27,0.21,0.47,0.15,0.36
278,Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,27,12,10,770,8.6,3,3,6,3,0.35,0.35,0.19,0.42,0.61,0.19,0.61
279,Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,28,17,11,1033,11.5,0,0,0,0,0.00,0.00,0.15,0.03,0.18,0.15,0.18
280,Nabil Bentaleb,ALG,MF,Lille,Ligue 1,28,26,23,1967,21.9,0,3,3,0,0.00,0.14,0.02,0.04,0.06,0.02,0.06
281,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,26,23,13,1005,11.2,1,1,2,1,0.09,0.09,0.17,0.04,0.22,0.17,0.22
282,Daniel Bentley,ENG,GK,Wolves,Premier League,30,5,3,383,4.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,19,13,12,1008,11.2,1,0,1,1,0.09,0.00,0.09,0.02,0.11,0.09,0.11
284,Domenico Berardi,ITA,FW,Sassuolo,Serie A,28,17,17,1431,15.9,9,3,12,4,0.57,0.19,0.41,0.19,0.60,0.16,0.35
285,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,33,27,22,1930,21.4,3,1,4,3,0.14,0.05,0.04,0.08,0.12,0.03,0.11
286,Álex Berenguer,ESP,FW,Athletic Club,La Liga,28,35,15,1592,17.7,7,3,10,6,0.40,0.17,0.29,0.21,0.50,0.25,0.46
287,Bartosz Bereszyński,POL,DF,Empoli,Serie A,31,24,22,1762,19.6,0,1,1,0,0.00,0.05,0.00,0.02,0.02,0.00,0.02
288,Jóhann Berg Guðmundsson,ISL,"MF,FW",Burnley,Premier League,32,26,12,1192,13.2,1,3,4,1,0.08,0.23,0.14,0.20,0.34,0.14,0.34
289,Sander Berge,NOR,MF,Burnley,Premier League,25,37,34,3005,33.4,1,2,3,1,0.03,0.06,0.06,0.07,0.13,0.06,0.13
290,Etrit Berisha,ALB,GK,Empoli,Serie A,34,14,14,1260,14.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Medon Berisha,ALB,"FW,MF",Lecce,Serie A,19,6,2,205,2.3,0,0,0,0,0.00,0.00,0.07,0.11,0.18,0.07,0.18
292,Mergim Berisha,GER,FW,Hoffenheim,Bundesliga,25,6,0,144,1.6,0,0,0,0,0.00,0.00,0.32,0.19,0.51,0.32,0.51
293,Mergim Berisha,GER,FW,Augsburg,Bundesliga,25,2,2,122,1.4,0,0,0,0,0.00,0.00,0.13,0.07,0.20,0.13,0.20
294,Isaac Bernal,ESP,FW,Sevilla,La Liga,23,14,14,1039,11.5,4,4,8,4,0.35,0.35,0.63,0.15,0.78,0.63,0.78
295,Bernardo,BRA,DF,Bochum,Bundesliga,28,33,33,2924,32.5,1,0,1,1,0.03,0.00,0.06,0.01,0.07,0.06,0.07
296,Victor Bernth Kristiansen,DEN,DF,Bologna,Serie A,20,32,26,2307,25.6,0,3,3,0,0.00,0.12,0.01,0.09,0.10,0.01,0.10
297,Matúš Bero,SVK,"MF,FW",Bochum,Bundesliga,27,24,20,1661,18.5,1,1,2,1,0.05,0.05,0.16,0.07,0.23,0.16,0.23
298,Luke Berry,ENG,"MF,DF",Luton Town,Premier League,31,17,2,323,3.6,2,1,3,2,0.56,0.28,0.28,0.07,0.35,0.28,0.35
299,Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,25,4,4,360,4.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Jan-Niklas Beste,GER,"FW,MF",Heidenheim,Bundesliga,24,31,31,2603,28.9,8,11,19,8,0.28,0.38,0.15,0.20,0.35,0.12,0.32
301,Beto,GNB,FW,Everton,Premier League,25,30,9,951,10.6,3,0,3,3,0.28,0.00,0.64,0.09,0.73,0.57,0.66
302,Beto,GNB,FW,Udinese,Serie A,25,1,1,74,0.8,0,0,0,0,0.00,0.00,0.00,0.32,0.32,0.00,0.32
303,Davide Bettella,ITA,MF,Monza,Serie A,23,1,0,3,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Sam Beukema,NED,DF,Bologna,Serie A,24,30,29,2547,28.3,1,1,2,1,0.04,0.04,0.07,0.03,0.10,0.07,0.10
305,Jordan Beyer,GER,DF,Burnley,Premier League,23,15,15,1234,13.7,0,1,1,0,0.00,0.07,0.04,0.02,0.06,0.04,0.06
306,Pep Biel,ESP,"MF,FW",Augsburg,Bundesliga,26,11,0,285,3.2,0,0,0,0,0.00,0.00,0.32,0.07,0.38,0.32,0.38
307,Jaka Bijol,SVN,DF,Udinese,Serie A,24,24,23,2084,23.2,0,0,0,0,0.00,0.00,0.08,0.01,0.09,0.08,0.09
308,El Bilal Touré,MLI,FW,Atalanta,Serie A,21,11,3,394,4.4,2,0,2,2,0.46,0.00,0.28,0.18,0.46,0.28,0.46
309,Philip Billing,DEN,MF,Bournemouth,Premier League,27,29,13,1398,15.5,2,2,4,2,0.13,0.13,0.16,0.21,0.36,0.16,0.36
310,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,30,29,27,2356,26.2,2,5,7,2,0.08,0.19,0.06,0.14,0.20,0.03,0.17
311,Davide Biraschi,ITA,DF,Genoa,Serie A,29,1,1,90,1.0,1,0,1,1,1.00,0.00,0.10,0.00,0.10,0.10,0.10
312,Samuele Birindelli,ITA,DF,Monza,Serie A,24,35,22,2013,22.4,0,2,2,0,0.00,0.09,0.05,0.13,0.18,0.05,0.18
313,Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,18,13,1,178,2.0,0,2,2,0,0.00,1.01,0.19,0.40,0.59,0.19,0.59
314,Yves Bissouma,MLI,MF,Tottenham,Premier League,26,28,26,2068,23.0,0,0,0,0,0.00,0.00,0.06,0.02,0.08,0.06,0.08
315,Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,29,29,19,1578,17.5,1,2,3,1,0.06,0.11,0.13,0.17,0.30,0.13,0.30
316,Marco Bizot,NED,GK,Brest,Ligue 1,32,32,32,2876,32.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Antonio Blanco,ESP,MF,Alavés,La Liga,23,33,29,2426,27.0,0,1,1,0,0.00,0.04,0.03,0.05,0.08,0.03,0.08
318,Rubén Blanco,ESP,GK,Marseille,Ligue 1,28,2,1,121,1.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Hendry Blank,GER,DF,Dortmund,Bundesliga,18,1,0,45,0.5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,Ludovic Blas,FRA,"FW,MF",Rennes,Ligue 1,25,29,18,1563,17.4,4,1,5,3,0.23,0.06,0.27,0.10,0.37,0.18,0.27
321,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,32,21,21,1890,21.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,Alexis Blin,FRA,MF,Lecce,Serie A,26,31,16,1642,18.2,0,2,2,0,0.00,0.11,0.06,0.04,0.10,0.06,0.10
323,Daley Blind,NED,DF,Girona,La Liga,33,34,33,2972,33.0,1,2,3,1,0.03,0.06,0.05,0.03,0.09,0.05,0.09
324,Myron Boadu,NED,FW,Monaco,Ligue 1,22,9,0,85,0.9,1,0,1,1,1.06,0.00,0.46,0.00,0.46,0.46,0.46
325,Benicio Boaitey,ENG,"FW,DF",Brighton,Premier League,19,5,0,40,0.4,0,0,0,0,0.00,0.00,0.05,0.13,0.19,0.05,0.19
326,Jérôme Boateng,GER,DF,Salernitana,Serie A,34,7,4,238,2.6,0,0,0,0,0.00,0.00,0.00,0.05,0.05,0.00,0.05
327,Oscar Bobb,NOR,"FW,MF",Manchester City,Premier League,20,14,2,302,3.4,1,1,2,1,0.30,0.30,0.41,0.37,0.78,0.41,0.78
328,Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,22,2,1,109,1.2,0,0,0,0,0.00,0.00,0.20,0.00,0.20,0.20,0.20
329,Jeremie Boga,CIV,FW,Nice,Ligue 1,26,28,24,1998,22.2,6,6,12,6,0.27,0.27,0.19,0.19,0.38,0.19,0.38
330,Jayden Bogle,ENG,DF,Sheffield Utd,Premier League,23,34,32,2788,31.0,3,0,3,3,0.10,0.00,0.07,0.03,0.11,0.07,0.11
331,Emil Bohinen,NOR,MF,Genoa,Serie A,24,5,0,56,0.6,0,0,0,0,0.00,0.00,0.00,0.17,0.17,0.00,0.17
332,Emil Bohinen,NOR,MF,Salernitana,Serie A,24,12,7,535,5.9,0,0,0,0,0.00,0.00,0.01,0.04,0.05,0.01,0.05
333,Adama Bojang,GAM,FW,Reims,Ligue 1,19,9,0,83,0.9,0,0,0,0,0.00,0.00,1.38,0.05,1.43,1.38,1.43
334,Daniel Boloca,ROU,MF,Sassuolo,Serie A,24,30,23,2022,22.5,1,0,1,1,0.04,0.00,0.02,0.02,0.04,0.02,0.04
335,Willy Boly,CIV,DF,Nott'ham Forest,Premier League,32,20,18,1438,16.0,2,1,3,2,0.13,0.06,0.09,0.08,0.18,0.09,0.18
336,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,33,31,27,2277,25.3,8,3,11,8,0.32,0.12,0.22,0.14,0.36,0.18,0.32
337,Federico Bonazzoli,ITA,"FW,MF",Hellas Verona,Serie A,26,24,10,1016,11.3,3,1,4,3,0.27,0.09,0.25,0.10,0.35,0.25,0.35
338,Warren Bondo,FRA,MF,Monza,Serie A,19,25,14,1475,16.4,1,1,2,1,0.06,0.06,0.06,0.02,0.08,0.06,0.08
339,Giovanni Bonfanti,ITA,DF,Atalanta,Serie A,20,2,1,89,1.0,0,0,0,0,0.00,0.00,0.09,0.00,0.09,0.09,0.09
340,Victor Boniface,NGA,FW,Leverkusen,Bundesliga,22,23,18,1546,17.2,14,8,22,10,0.82,0.47,0.90,0.22,1.12,0.71,0.93
341,Kevin Bonifazi,ITA,DF,Bologna,Serie A,27,1,1,90,1.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,Kevin Bonifazi,ITA,DF,Frosinone,Serie A,27,6,3,309,3.4,0,0,0,0,0.00,0.00,0.00,0.02,0.02,0.00,0.02
343,Leonardo Bonucci,ITA,DF,Union Berlin,Bundesliga,36,7,6,460,5.1,1,0,1,0,0.20,0.00,0.15,0.06,0.22,0.00,0.06
344,Ângelo Borges,BRA,"FW,MF",Strasbourg,Ligue 1,18,21,11,1094,12.2,0,3,3,0,0.00,0.25,0.04,0.27,0.31,0.04,0.31
345,Neto Borges,BRA,DF,Clermont Foot,Ligue 1,26,28,28,2516,28.0,0,1,1,0,0.00,0.04,0.02,0.10,0.12,0.02,0.12
346,Yvandro Borges Sanches,LUX,"MF,FW",Gladbach,Bundesliga,19,3,0,18,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,24,20,16,1431,15.9,0,0,0,0,0.00,0.00,0.05,0.03,0.07,0.05,0.07
348,Rafael Borré,COL,FW,Werder Bremen,Bundesliga,27,19,11,991,11.0,4,0,4,4,0.36,0.00,0.22,0.16,0.38,0.22,0.38
349,Gennaro Borrelli,ITA,FW,Frosinone,Serie A,23,1,0,24,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,Adri Bosch,ESP,DF,Granada,La Liga,22,1,0,26,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,Erik Botheim,NOR,"FW,MF",Salernitana,Serie A,23,7,4,316,3.5,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
352,Sven Botman,NED,DF,Newcastle Utd,Premier League,23,17,15,1377,15.3,2,2,4,2,0.13,0.13,0.04,0.07,0.11,0.04,0.11
353,Saïmon Bouabré,FRA,MF,Monaco,Ligue 1,17,1,0,45,0.5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,15,9,1,131,1.5,0,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.01
355,Badredine Bouanani,ALG,FW,Nice,Ligue 1,18,7,1,161,1.8,0,0,0,0,0.00,0.00,0.12,0.26,0.37,0.12,0.37
356,Badredine Bouanani,ALG,MF,Lorient,Ligue 1,18,11,4,443,4.9,1,0,1,1,0.20,0.00,0.28,0.18,0.46,0.28,0.46
357,Mohamed Bouchenna,FRA,"MF,FW",Clermont Foot,Ligue 1,17,2,0,29,0.3,0,0,0,0,0.00,0.00,0.19,0.65,0.85,0.19,0.85
358,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,23,29,17,1613,17.9,2,0,2,2,0.11,0.00,0.19,0.10,0.29,0.19,0.29
359,Yassine Bounou,MAR,GK,Sevilla,La Liga,32,1,1,90,1.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,Mehdi Bourabia,MAR,MF,Frosinone,Serie A,31,10,3,200,2.2,0,0,0,0,0.00,0.00,0.05,0.00,0.05,0.05,0.05
361,Benjamin Bourigeaud,FRA,"MF,FW",Rennes,Ligue 1,29,32,29,2425,26.9,9,6,15,2,0.33,0.22,0.37,0.25,0.62,0.16,0.41
362,Bilal Boutobba,FRA,"FW,MF",Clermont Foot,Ligue 1,24,27,10,926,10.3,1,1,2,1,0.10,0.10,0.20,0.17,0.36,0.20,0.36
363,Hugo Boutsingkham,FRA,"MF,FW",Nantes,Ligue 1,20,2,0,11,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,Edoardo Bove,ITA,MF,Roma,Serie A,21,31,18,1780,19.8,0,2,2,0,0.00,0.10,0.10,0.04,0.14,0.10,0.14
365,Jarrod Bowen,ENG,FW,West Ham,Premier League,26,34,34,3019,33.5,16,6,22,16,0.48,0.18,0.35,0.16,0.51,0.35,0.51
366,Lucas Boyé,ARG,FW,Granada,La Liga,27,31,30,2541,28.2,6,3,9,6,0.21,0.11,0.22,0.10,0.32,0.22,0.32
367,Domagoj Bradarić,CRO,DF,Salernitana,Serie A,23,34,30,2749,30.5,0,3,3,0,0.00,0.10,0.03,0.06,0.08,0.03,0.08
368,Conor Bradley,NIR,DF,Liverpool,Premier League,20,11,10,753,8.4,1,3,4,1,0.12,0.36,0.10,0.17,0.28,0.10,0.28
369,Bilal Brahimi,ALG,FW,Nice,Ligue 1,23,2,0,11,0.1,0,0,0,0,0.00,0.00,0.00,0.58,0.58,0.00,0.58
370,Bilal Brahimi,ALG,"FW,MF",Brest,Ligue 1,23,18,1,221,2.5,0,0,0,0,0.00,0.00,0.04,0.10,0.15,0.04,0.15
371,Juan Brandáriz,ESP,DF,Almería,La Liga,24,31,26,2434,27.0,0,1,1,0,0.00,0.04,0.04,0.05,0.09,0.04,0.09
372,Julian Brandt,GER,"MF,FW",Dortmund,Bundesliga,27,32,26,2223,24.7,7,11,18,7,0.28,0.45,0.18,0.38,0.56,0.18,0.56
373,Jarrad Branthwaite,ENG,DF,Everton,Premier League,21,35,35,3116,34.6,3,0,3,3,0.09,0.00,0.05,0.03,0.08,0.05,0.08
374,Darko Brašanac,SRB,MF,Osasuna,La Liga,31,2,0,48,0.5,0,0,0,0,0.00,0.00,0.00,0.07,0.07,0.00,0.07
375,Lilian Brassier,FRA,DF,Brest,Ligue 1,23,30,30,2677,29.7,3,0,3,3,0.10,0.00,0.04,0.02,0.06,0.04,0.06
376,Brau,ESP,DF,Granada,La Liga,21,1,0,31,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Claudio Bravo,CHI,GK,Betis,La Liga,40,7,7,630,7.0,0,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.01
378,Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,28,4,4,360,4.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
379,Tim Breithaupt,GER,MF,Augsburg,Bundesliga,21,16,6,629,7.0,0,0,0,0,0.00,0.00,0.01,0.02,0.03,0.01,0.03
380,Josip Brekalo,CRO,FW,Fiorentina,Serie A,25,11,8,652,7.2,1,0,1,1,0.14,0.00,0.06,0.04,0.10,0.06,0.10
381,Gleison Bremer,BRA,DF,Juventus,Serie A,26,36,36,3233,35.9,3,0,3,3,0.08,0.00,0.04,0.01,0.05,0.04,0.05
382,Brenner,BRA,"MF,FW",Udinese,Serie A,23,8,2,189,2.1,0,0,0,0,0.00,0.00,0.18,0.01,0.20,0.18,0.20
383,Ben Brereton,CHI,"FW,MF",Sheffield Utd,Premier League,24,14,14,1105,12.3,6,1,7,5,0.49,0.08,0.49,0.12,0.61,0.43,0.55
384,Ben Brereton,CHI,"FW,MF",Villarreal,La Liga,24,14,2,270,3.0,0,0,0,0,0.00,0.00,0.07,0.09,0.16,0.07,0.16
385,Marco Brescianini,ITA,MF,Frosinone,Serie A,23,36,24,2321,25.8,4,2,6,4,0.16,0.08,0.09,0.06,0.15,0.09,0.15
386,Maximilian Breunig,GER,FW,Freiburg,Bundesliga,22,2,0,9,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Rhian Brewster,ENG,"FW,MF",Sheffield Utd,Premier League,23,13,3,346,3.8,0,0,0,0,0.00,0.00,0.09,0.03,0.12,0.09,0.12
388,Bennit Bröger,GER,FW,Wolfsburg,Bundesliga,17,1,0,11,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
389,Armando Broja,ALB,FW,Chelsea,Premier League,21,13,6,454,5.0,1,0,1,1,0.20,0.00,0.47,0.03,0.50,0.47,0.50
390,Armando Broja,ALB,FW,Fulham,Premier League,21,8,0,88,1.0,0,1,1,0,0.00,1.02,0.00,0.41,0.41,0.00,0.41
391,Dylan Bronn,TUN,"DF,MF",Salernitana,Serie A,28,4,0,52,0.6,0,0,0,0,0.00,0.00,0.05,0.00,0.05,0.05,0.05
392,Andre Brooks,ENG,"MF,DF",Sheffield Utd,Premier League,19,20,12,938,10.4,0,0,0,0,0.00,0.00,0.04,0.01,0.05,0.04,0.05
393,David Brooks,WAL,"FW,MF",Bournemouth,Premier League,26,13,2,282,3.1,1,1,2,1,0.32,0.32,0.70,0.33,1.03,0.70,1.03
394,John Brooks,USA,DF,Hoffenheim,Bundesliga,30,21,18,1539,17.1,2,0,2,2,0.12,0.00,0.15,0.01,0.16,0.15,0.16
395,Moritz Broschinski,GER,FW,Bochum,Bundesliga,22,26,14,1247,13.9,2,3,5,2,0.14,0.22,0.17,0.13,0.30,0.17,0.30
396,Jacob Brown,SCO,"MF,FW",Luton Town,Premier League,25,19,12,1019,11.3,2,0,2,2,0.18,0.00,0.25,0.06,0.30,0.25,0.30
