,Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
2147,2148,Stefan Posch,AUT,DF,Bologna,Serie A,26.0,31,29,2409,26.8,1,2,3,1,0.04,0.07,0.04,0.08,0.12,0.04,0.12,18,4,22.2,0.67,0.15,0.06,0.25,19.3,1.2,1.2,0.07,-0.2,-0.2,63.88,77.69,82.2,1046.68,389.51,2.1,1.9,-0.1,0.82,5.37,0.78,0.26,4.59,87.98507462686567,0.9701492537313432,0.4104477611940298,42.3,52.61194029850746,265.410447761194,121.38059701492536,1.6417910447761193,1.3059701492537312,0.1492537313432835,1.082089552238806,0.4477611940298507,60.373134328358205,2.388059701492537,2.87,1.72,1.83,3.28,55.7,1.01,0.3,0.71,0.67,2.69,0.0
2148,2149,Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,29.0,28,12,1217,13.5,5,2,7,5,0.37,0.15,0.43,0.08,0.5,0.43,0.5,29,16,55.2,2.14,1.18,0.17,0.31,10.6,5.7,5.7,0.2,-0.7,-0.7,15.33,21.41,71.6,189.04,46.07,1.0,2.3,1.0,0.96,0.59,0.37,0.15,1.19,31.40740740740741,1.6296296296296295,0.8888888888888888,54.5,19.03703703703704,70.37037037037037,27.33333333333333,0.8148148148148148,0.7407407407407407,0.3703703703703703,1.851851851851852,1.4814814814814814,23.48148148148148,5.777777777777778,0.96,0.59,0.3,1.04,28.6,0.96,0.22,0.74,0.3,1.11,0.0
2150,2151,Alejandro Pozo Pozo,ESP,"DF,MF",Almería,La Liga,24.0,21,9,976,10.8,0,0,0,0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,4,3,75.0,0.37,0.28,0.0,0.0,23.3,0.4,0.4,0.1,-0.4,-0.4,41.02,55.37,74.1,673.7,271.2,0.6,0.8,-0.6,1.2,3.33,1.39,0.74,4.07,65.55555555555556,1.2962962962962965,0.0925925925925925,7.1,32.68518518518518,144.9074074074074,70.18518518518518,2.0370370370370368,1.3888888888888888,0.2777777777777777,1.4814814814814814,0.3703703703703703,37.96296296296296,5.7407407407407405,1.76,1.11,1.11,1.85,60.0,1.3,0.37,0.93,0.65,1.94,0.0
2151,2152,Beñat Prados,ESP,"MF,DF",Athletic Club,La Liga,22.0,26,16,1449,16.1,0,0,0,0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,7,4,57.1,0.43,0.25,0.0,0.0,18.5,0.5,0.5,0.07,-0.5,-0.5,41.43,50.37,82.2,640.19,167.58,0.5,1.0,-0.5,0.62,4.29,0.62,0.12,5.4,61.49068322981366,1.1801242236024845,0.7453416149068323,63.2,33.2919254658385,155.3416149068323,76.33540372670807,1.4285714285714284,1.3043478260869563,0.062111801242236,1.1801242236024845,1.1801242236024845,38.07453416149068,1.8633540372670805,2.8,1.74,1.43,2.61,54.8,1.99,0.31,1.68,1.43,1.68,0.0
2152,2153,Matteo Prati,ITA,MF,Cagliari,Serie A,19.0,26,19,1972,21.9,1,1,2,1,0.05,0.05,0.09,0.03,0.13,0.09,0.13,36,10,27.8,1.64,0.46,0.03,0.1,22.6,2.0,2.0,0.06,-1.0,-1.0,25.57,34.47,74.2,451.0,127.58,0.8,1.2,0.2,0.64,2.69,0.64,0.18,3.01,43.15068493150685,0.4109589041095891,0.182648401826484,44.4,18.58447488584475,73.56164383561644,32.009132420091326,0.365296803652968,0.4109589041095891,0.045662100456621,0.6849315068493151,0.319634703196347,23.83561643835617,0.7762557077625571,2.05,1.14,1.19,1.92,61.9,1.32,0.27,1.05,0.68,1.19,0.05
2153,2154,Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,30.0,34,11,1270,14.1,6,1,7,6,0.43,0.07,0.23,0.17,0.4,0.23,0.4,33,14,42.4,2.34,0.99,0.18,0.43,14.8,3.2,3.2,0.1,2.8,2.8,9.36,17.02,55.0,144.82,33.69,2.4,1.2,-1.4,0.99,0.85,0.57,0.0,1.84,26.666666666666668,1.2765957446808511,0.5673758865248227,44.4,12.97872340425532,58.86524822695036,20.21276595744681,0.6382978723404256,0.6382978723404256,0.3546099290780142,2.9078014184397163,0.7092198581560284,18.86524822695036,3.475177304964539,0.43,0.28,0.21,0.35,60.0,0.43,0.21,0.21,0.14,0.85,0.0
2155,2156,Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,28.0,28,27,2139,23.8,4,5,9,4,0.17,0.21,0.16,0.12,0.28,0.16,0.28,26,8,30.8,1.09,0.34,0.15,0.5,15.5,3.8,3.8,0.15,0.2,0.2,33.7,41.3,81.6,526.3,123.95,2.8,2.2,2.2,0.88,3.11,0.71,0.08,4.03,50.79831932773109,1.3025210084033614,0.5042016806722689,38.7,28.235294117647054,140.7563025210084,59.15966386554621,1.4705882352941175,1.512605042016807,0.042016806722689,1.3445378151260503,1.050420168067227,35.33613445378151,2.5210084033613445,1.34,0.76,0.59,1.34,43.8,0.92,0.25,0.67,0.92,1.51,0.0
2157,2158,Pubill,ESP,DF,Almería,La Liga,20.0,23,22,1883,20.9,1,3,4,1,0.05,0.14,0.03,0.07,0.1,0.03,0.1,20,5,25.0,0.96,0.24,0.05,0.2,20.8,0.7,0.7,0.04,0.3,0.3,32.82,45.84,71.6,517.46,191.77,1.5,1.2,1.5,1.0,1.87,0.53,0.48,1.72,59.80861244019139,3.110047846889952,1.5789473684210529,50.8,27.751196172248807,161.91387559808612,89.1866028708134,2.822966507177034,2.009569377990431,0.3349282296650718,1.5789473684210529,0.6698564593301436,30.86124401913876,4.066985645933015,2.25,1.1,1.05,1.87,56.4,0.96,0.38,0.57,0.72,3.97,0.05
2159,2160,Antonio Puertas,ESP,"MF,FW",Granada,La Liga,31.0,27,6,730,8.1,0,2,2,0,0.0,0.25,0.39,0.08,0.47,0.2,0.27,17,4,23.5,2.1,0.49,0.0,0.0,16.0,3.2,1.6,0.09,-3.2,-1.6,19.01,26.42,72.0,278.52,68.27,0.6,0.6,1.4,1.23,1.6,0.99,0.37,2.72,39.62962962962963,3.8271604938271606,1.851851851851852,48.4,25.925925925925927,145.55555555555557,58.76543209876544,2.2222222222222223,2.2222222222222223,0.8641975308641976,2.9629629629629632,1.3580246913580247,26.913580246913583,5.679012345679013,1.48,0.99,0.74,1.85,40.0,0.62,0.0,0.62,0.74,0.49,0.0
2161,2162,Christian Pulisic,USA,"FW,MF",Milan,Serie A,24.0,36,32,2602,28.9,12,8,20,12,0.42,0.28,0.28,0.16,0.44,0.28,0.44,65,31,47.7,2.25,1.07,0.18,0.39,15.7,8.0,8.0,0.12,4.0,4.0,28.79,37.16,77.5,409.34,87.96,4.8,4.5,3.2,1.52,1.45,1.49,0.62,3.01,48.062283737024224,4.221453287197232,1.626297577854671,38.5,34.42906574394464,259.1349480968858,134.11764705882354,4.53287197231834,2.1453287197231834,1.591695501730104,2.4221453287197234,1.1418685121107266,38.47750865051904,10.13840830449827,1.21,0.9,0.59,1.04,56.7,0.69,0.03,0.66,0.35,0.35,0.03
2163,2164,Jarell Quansah,ENG,DF,Liverpool,Premier League,20.0,17,13,1190,13.2,2,0,2,2,0.15,0.0,0.08,0.01,0.08,0.08,0.08,6,4,66.7,0.45,0.3,0.33,0.5,10.6,1.0,1.0,0.17,1.0,1.0,78.64,88.79,88.6,1414.55,469.62,0.1,0.2,-0.1,0.23,5.23,0.08,0.0,5.08,97.27272727272728,0.5303030303030303,0.303030303030303,57.1,67.72727272727273,374.469696969697,189.16666666666669,0.9848484848484848,0.7575757575757576,0.0,0.2272727272727273,0.1515151515151515,72.12121212121212,0.0757575757575757,1.89,1.67,1.06,1.52,70.0,1.21,0.61,0.61,1.29,2.95,0.08
2165,2166,Adrien Rabiot,FRA,MF,Juventus,Serie A,28.0,31,30,2651,29.5,5,3,8,5,0.17,0.1,0.12,0.14,0.26,0.11,0.25,38,16,42.1,1.29,0.54,0.13,0.31,16.9,3.5,3.4,0.09,1.5,1.6,33.76,41.05,82.2,507.12,125.12,4.1,4.0,-1.1,0.88,3.49,0.78,0.34,4.07,51.69491525423729,1.8305084745762712,0.9491525423728814,51.9,30.271186440677965,189.15254237288136,93.08474576271186,2.440677966101695,2.0,0.3389830508474576,1.7627118644067796,0.6440677966101694,34.813559322033896,3.593220338983051,1.97,1.32,1.02,1.53,66.7,0.88,0.2,0.68,0.85,1.15,0.0
2166,2167,Uroš Račić,SRB,MF,Sassuolo,Serie A,25.0,22,8,820,9.1,1,1,2,1,0.11,0.11,0.09,0.03,0.13,0.09,0.13,17,4,23.5,1.87,0.44,0.06,0.25,24.3,0.8,0.8,0.05,0.2,0.2,35.38,43.52,81.3,634.4,175.93,0.3,0.3,0.7,0.66,3.3,0.44,0.0,4.07,52.85714285714286,0.7692307692307693,0.6593406593406593,85.7,26.373626373626376,124.6153846153846,54.175824175824175,0.5494505494505495,0.6593406593406593,0.0,0.989010989010989,0.6593406593406593,34.065934065934066,1.208791208791209,1.1,0.44,0.0,0.99,0.0,1.76,0.77,0.99,0.77,2.42,0.0
2172,2173,Hamza Rafia,TUN,MF,Lecce,Serie A,24.0,28,17,1204,13.4,1,0,1,1,0.07,0.0,0.06,0.06,0.12,0.06,0.12,16,3,18.8,1.2,0.22,0.06,0.33,22.6,0.8,0.8,0.05,0.2,0.2,26.79,37.61,71.2,420.37,123.13,0.8,1.1,-0.8,1.12,3.06,0.45,0.07,3.43,51.26865671641791,2.238805970149253,0.8955223880597015,40.0,29.776119402985078,120.97014925373134,45.44776119402985,1.1194029850746268,0.8955223880597015,0.2238805970149253,2.164179104477612,1.6417910447761193,33.656716417910445,2.761194029850746,3.28,2.31,0.97,2.24,43.3,2.01,0.07,1.94,0.82,0.97,0.0
2174,2175,Antonio Raillo,ESP,DF,Mallorca,La Liga,31.0,26,25,2195,24.4,3,2,5,3,0.12,0.08,0.06,0.08,0.14,0.06,0.14,29,9,31.0,1.19,0.37,0.1,0.33,17.3,1.4,1.4,0.05,1.6,1.6,40.57,47.5,85.4,787.58,301.23,2.0,0.8,0.0,0.33,2.5,0.08,0.0,3.28,58.89344262295082,0.0819672131147541,0.040983606557377,50.0,28.31967213114754,195.5327868852459,121.4344262295082,0.9836065573770492,0.4508196721311475,0.040983606557377,0.4098360655737705,0.2868852459016394,31.229508196721312,0.1639344262295082,1.23,0.94,0.7,0.94,73.9,1.8,1.23,0.57,1.52,4.26,0.08
2178,2179,Ivan Rakitić,CRO,MF,Sevilla,La Liga,35.0,18,16,1425,15.8,2,1,3,2,0.13,0.06,0.08,0.19,0.27,0.08,0.27,32,7,21.9,2.02,0.44,0.06,0.29,26.9,1.3,1.3,0.04,0.7,0.7,51.96,69.3,75.0,1012.91,309.37,3.0,4.1,-2.0,3.1,7.03,1.65,1.01,8.04,79.17721518987341,1.2658227848101264,0.5063291139240506,40.0,40.56962025316456,189.81012658227849,100.50632911392404,1.5189873417721518,1.3291139240506329,0.0632911392405063,1.8987341772151896,0.3164556962025316,50.44303797468354,3.291139240506329,1.9,1.01,0.7,1.2,57.9,1.01,0.32,0.7,0.89,0.76,0.0
2179,2180,Ylber Ramadani,ALB,MF,Lecce,Serie A,27.0,34,34,2970,33.0,1,0,1,1,0.03,0.0,0.03,0.02,0.05,0.03,0.05,31,6,19.4,0.94,0.18,0.03,0.17,27.6,1.0,1.0,0.03,0.0,0.0,30.03,37.88,79.3,558.85,153.03,0.5,0.7,-0.5,0.48,3.12,0.3,0.09,3.67,48.121212121212125,1.2121212121212122,0.696969696969697,57.5,25.545454545454547,139.36363636363637,58.15151515151515,1.0909090909090908,0.9393939393939394,0.0,1.0606060606060606,0.7575757575757576,26.90909090909091,0.4242424242424242,2.06,1.24,1.12,2.91,38.5,1.64,0.39,1.24,1.33,1.33,0.0
2180,2181,Largie Ramazani,BEL,"FW,MF",Almería,La Liga,22.0,29,16,1555,17.3,3,5,8,3,0.17,0.29,0.27,0.33,0.6,0.27,0.6,40,12,30.0,2.32,0.69,0.08,0.25,17.5,4.7,4.7,0.12,-1.7,-1.7,11.73,19.65,59.7,188.73,73.7,5.7,2.4,-0.7,1.5,1.5,0.92,0.12,2.43,33.410404624277454,4.277456647398844,1.791907514450867,41.9,22.02312138728324,179.71098265895952,102.60115606936417,3.4104046242774566,2.369942196531792,1.560693641618497,2.601156069364161,1.907514450867052,22.890173410404625,6.011560693641618,0.69,0.4,0.35,1.5,23.1,0.92,0.12,0.81,1.97,0.58,0.0
2182,2183,Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28.0,27,21,1808,20.1,1,3,4,1,0.05,0.15,0.19,0.13,0.32,0.15,0.28,51,18,35.3,2.54,0.9,0.02,0.06,21.7,3.7,3.0,0.06,-2.7,-2.0,25.67,34.33,74.8,393.63,93.13,2.6,3.0,0.4,1.59,0.9,1.24,0.2,2.69,44.82587064676616,2.686567164179104,1.0945273631840795,40.7,27.014925373134325,155.12437810945272,64.77611940298507,3.034825870646766,1.2935323383084576,1.4925373134328357,3.233830845771144,1.144278606965174,32.63681592039801,10.398009950248756,0.6,0.4,0.3,0.75,40.0,0.65,0.05,0.6,0.2,0.7,0.05
2183,2184,Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26.0,37,30,2612,29.0,5,1,6,5,0.17,0.03,0.35,0.06,0.4,0.35,0.4,76,27,35.5,2.62,0.93,0.07,0.19,12.0,10.1,10.1,0.13,-5.1,-5.1,9.45,16.76,56.4,113.97,21.72,1.7,1.4,-0.7,0.48,0.45,0.31,0.03,0.97,30.89655172413793,2.3793103448275863,0.6206896551724138,26.1,14.862068965517242,67.27586206896552,24.17241379310345,1.0689655172413792,0.8275862068965517,0.7241379310344828,3.2758620689655173,1.827586206896552,22.24137931034483,3.5172413793103448,0.97,0.52,0.28,0.93,29.6,0.79,0.24,0.55,0.31,1.52,0.0
2184,2185,Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22.0,29,16,1419,15.8,11,1,12,10,0.7,0.06,0.69,0.15,0.84,0.64,0.79,54,20,37.0,3.42,1.27,0.19,0.5,13.2,10.9,10.2,0.19,0.1,-0.2,19.24,25.13,76.6,231.08,38.04,2.4,1.6,-1.4,0.95,1.14,0.57,0.0,1.84,37.46835443037975,1.3291139240506329,0.5063291139240506,38.1,27.34177215189873,111.77215189873417,32.78481012658228,0.6962025316455696,0.6329113924050632,0.6329113924050632,2.3417721518987342,1.0126582278481011,27.78481012658228,5.5696202531645564,1.58,0.95,0.38,1.27,30.0,0.76,0.13,0.63,0.32,1.01,0.0
2185,2186,Sergio Ramos,ESP,DF,Sevilla,La Liga,37.0,28,28,2517,28.0,3,0,3,3,0.11,0.0,0.07,0.0,0.07,0.07,0.07,28,11,39.3,1.0,0.39,0.11,0.27,18.9,1.9,1.9,0.07,1.1,1.1,48.43,54.43,89.0,1061.04,391.5,0.1,0.4,-0.1,0.14,3.68,0.11,0.0,2.89,66.78571428571429,0.3928571428571428,0.2142857142857142,54.5,35.5,187.92857142857144,96.46428571428572,0.3928571428571428,0.3571428571428571,0.1071428571428571,0.4642857142857143,0.2142857142857142,42.57142857142857,0.1785714285714285,1.61,1.07,0.96,1.43,67.5,1.25,1.07,0.18,1.46,5.57,0.0
2188,2189,Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,22.0,16,8,853,9.5,1,1,2,1,0.11,0.11,0.23,0.11,0.34,0.23,0.34,19,4,21.1,2.0,0.42,0.05,0.25,15.9,2.2,2.2,0.11,-1.2,-1.2,27.05,33.89,79.8,394.84,90.84,1.0,1.4,0.0,1.05,2.32,0.53,0.0,2.95,45.578947368421055,2.1052631578947367,0.8421052631578947,40.0,28.526315789473685,187.05263157894737,88.0,3.473684210526316,2.0,1.1578947368421053,1.894736842105263,2.210526315789474,33.05263157894737,7.263157894736842,1.68,0.84,0.53,1.58,33.3,1.58,0.21,1.37,0.32,0.84,0.0
2189,2190,Luca Ranieri,ITA,DF,Fiorentina,Serie A,24.0,26,23,2065,22.9,2,1,3,2,0.09,0.04,0.04,0.02,0.06,0.04,0.06,10,3,30.0,0.44,0.13,0.2,0.67,8.8,0.9,0.9,0.09,1.1,1.1,49.87,59.48,83.8,1019.69,379.43,0.4,0.7,0.6,0.31,4.15,0.48,0.09,4.32,67.16157205240175,0.5676855895196506,0.1746724890829694,30.8,40.91703056768559,200.9170305676856,122.62008733624457,0.7423580786026202,0.960698689956332,0.0,0.5676855895196506,0.0,44.235807860262014,0.2183406113537118,0.61,0.44,0.35,0.57,61.5,1.09,0.48,0.61,1.27,2.79,0.0
2192,2193,Raphinha,BRA,"FW,MF",Barcelona,La Liga,26.0,28,17,1368,15.2,6,9,15,5,0.39,0.59,0.48,0.37,0.86,0.43,0.81,58,20,34.5,3.82,1.32,0.09,0.25,19.8,7.4,6.6,0.12,-1.4,-1.6,34.34,45.59,75.3,577.96,157.7,5.7,5.0,3.3,2.7,2.57,2.11,0.53,3.75,58.81578947368421,3.0263157894736845,1.5789473684210529,52.2,32.56578947368421,189.7368421052632,93.28947368421052,3.223684210526316,1.4473684210526316,1.5131578947368425,2.697368421052632,0.5263157894736842,40.78947368421053,10.789473684210527,0.92,0.53,0.26,1.18,22.2,1.12,0.07,1.05,0.86,0.72,0.0
2194,2195,Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,30.0,24,14,1175,13.1,2,0,2,2,0.15,0.0,0.16,0.09,0.26,0.16,0.26,17,5,29.4,1.3,0.38,0.12,0.4,16.8,2.1,2.1,0.13,-0.1,-0.1,22.44,29.92,75.0,286.49,64.81,1.2,0.8,-1.2,0.92,1.22,0.38,0.23,1.68,41.98473282442748,3.5114503816793894,1.297709923664122,37.0,30.76335877862596,181.45038167938927,61.29770992366412,1.450381679389313,1.2213740458015268,0.4580152671755725,1.6793893129770994,1.6793893129770994,28.01526717557252,7.786259541984733,2.29,1.37,0.84,1.83,45.8,1.3,0.23,1.07,0.92,1.15,0.0
2195,2196,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25.0,33,26,2271,25.2,7,2,9,5,0.28,0.08,0.29,0.09,0.38,0.23,0.32,60,19,31.7,2.38,0.75,0.08,0.26,16.8,7.4,5.8,0.1,-0.4,-0.8,22.18,29.44,75.3,304.52,80.75,2.3,2.8,-0.3,0.91,1.35,1.19,0.04,2.58,40.63492063492063,4.325396825396825,1.9047619047619049,44.0,27.34126984126984,197.6190476190476,94.76190476190476,3.7698412698412698,2.023809523809524,2.5396825396825395,2.3412698412698414,1.507936507936508,31.666666666666668,7.301587301587301,0.75,0.48,0.36,1.03,34.6,0.6,0.04,0.56,0.16,0.83,0.0
2196,2197,Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23.0,37,14,1584,17.6,5,3,8,5,0.28,0.17,0.33,0.23,0.56,0.25,0.48,60,24,40.0,3.41,1.36,0.08,0.21,18.8,5.9,4.5,0.07,-0.9,0.5,29.83,40.28,74.0,528.18,91.76,4.0,3.0,-1.0,2.05,2.16,0.85,0.28,3.07,50.340909090909086,1.7045454545454544,0.7954545454545454,46.7,30.68181818181818,162.04545454545453,50.85227272727273,1.6477272727272725,1.0227272727272727,0.6818181818181818,1.875,1.0227272727272727,39.14772727272727,7.897727272727272,1.19,0.57,0.34,0.85,40.0,0.85,0.06,0.8,0.17,0.4,0.0
2197,2198,Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25.0,12,6,630,7.0,0,0,0,0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,6,1,16.7,0.86,0.14,0.0,0.0,16.5,0.3,0.3,0.05,-0.3,-0.3,35.0,44.71,78.3,549.0,177.57,0.6,0.6,-0.6,0.86,2.14,0.71,0.43,2.71,56.0,4.142857142857143,1.8571428571428568,44.8,25.428571428571427,185.57142857142856,104.14285714285714,4.0,2.7142857142857144,1.1428571428571428,2.0,1.0,31.285714285714285,3.571428571428572,1.71,0.57,1.14,2.14,53.3,0.57,0.14,0.43,0.0,1.71,0.0
2198,2199,Raúl,ESP,FW,Osasuna,La Liga,22.0,35,13,1355,15.1,6,1,7,6,0.4,0.07,0.32,0.04,0.37,0.32,0.37,33,12,36.4,2.19,0.8,0.18,0.5,11.6,4.9,4.9,0.15,1.1,1.1,12.65,20.26,62.4,163.25,30.0,0.6,0.8,0.4,0.66,0.93,0.4,0.0,1.46,30.132450331125828,1.390728476821192,0.3973509933774835,28.6,14.635761589403971,59.5364238410596,25.2317880794702,1.0596026490066226,0.728476821192053,0.4635761589403974,2.384105960264901,1.0596026490066226,22.450331125827816,4.503311258278146,0.66,0.26,0.13,0.66,20.0,0.6,0.07,0.53,0.33,0.73,0.0
2199,2200,David Raum,GER,DF,RB Leipzig,Bundesliga,25.0,31,31,2739,30.4,2,8,10,2,0.07,0.26,0.02,0.24,0.26,0.02,0.26,14,4,28.6,0.46,0.13,0.14,0.5,20.3,0.8,0.8,0.05,1.2,1.2,51.51,70.86,72.7,922.04,337.63,7.3,10.7,0.7,2.24,3.03,2.04,1.12,4.31,80.32894736842105,1.0526315789473684,0.5921052631578948,56.3,40.23026315789474,177.9934210526316,95.39473684210527,2.5328947368421053,1.4473684210526316,0.493421052631579,1.0855263157894737,0.493421052631579,48.48684210526316,8.092105263157896,1.91,1.15,1.12,1.91,58.6,1.68,0.3,1.38,0.89,2.7,0.07
2202,2203,Tim Ream,USA,DF,Fulham,Premier League,35.0,18,17,1503,16.7,1,0,1,1,0.06,0.0,0.06,0.0,0.06,0.06,0.06,1,1,100.0,0.06,0.06,1.0,1.0,1.3,1.0,1.0,0.96,0.0,0.0,56.53,63.47,89.1,1131.26,416.11,0.0,0.1,0.0,0.0,4.67,0.06,0.0,3.89,72.21556886227545,0.4191616766467066,0.3592814371257485,85.7,44.25149700598803,248.92215568862275,163.05389221556888,0.6586826347305389,0.3592814371257485,0.1197604790419161,0.3592814371257485,0.1796407185628742,48.56287425149701,0.1796407185628742,1.2,0.54,0.54,1.08,50.0,1.38,0.9,0.48,1.5,3.65,0.12
2203,2204,Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,24.0,23,6,722,8.0,1,0,1,1,0.12,0.0,0.1,0.22,0.33,0.1,0.33,17,4,23.5,2.12,0.5,0.06,0.25,19.4,0.8,0.8,0.05,0.2,0.2,15.5,28.12,55.1,276.62,105.62,1.8,1.7,-1.8,2.25,1.5,0.75,0.38,1.75,42.875,3.5,1.25,35.7,22.5,177.375,95.375,4.25,1.875,2.25,3.5,1.5,24.5,9.75,1.12,0.62,0.62,1.88,33.3,1.25,0.12,1.12,0.38,0.88,0.0
2205,2206,Harrison Reed,ENG,MF,Fulham,Premier League,28.0,27,15,1325,14.7,0,2,2,0,0.0,0.14,0.02,0.07,0.09,0.02,0.09,9,2,22.2,0.61,0.14,0.0,0.0,23.6,0.3,0.3,0.03,-0.3,-0.3,42.65,50.88,83.8,657.62,155.03,1.1,1.5,0.9,0.95,2.72,1.02,0.14,3.81,60.06802721088436,0.6802721088435374,0.3401360544217687,50.0,30.54421768707483,116.66666666666669,40.13605442176871,0.6802721088435374,0.6802721088435374,0.0680272108843537,1.2925170068027212,0.8843537414965987,41.02040816326531,2.7210884353741496,1.97,1.22,0.88,2.11,41.9,1.29,0.61,0.68,0.75,1.63,0.0
2207,2208,Sergio Reguilón,ESP,DF,Brentford,Premier League,26.0,16,14,1118,12.4,0,4,4,0,0.0,0.32,0.06,0.23,0.29,0.06,0.29,13,1,7.7,1.05,0.08,0.0,0.0,18.2,0.8,0.8,0.06,-0.8,-0.8,28.31,42.1,67.2,488.47,211.77,2.8,2.2,1.2,1.61,1.37,1.37,1.05,3.06,57.096774193548384,2.096774193548387,1.0483870967741935,50.0,25.64516129032258,160.32258064516128,93.5483870967742,2.7419354838709675,2.0161290322580645,0.1612903225806451,1.7741935483870968,0.4032258064516129,26.774193548387096,3.225806451612903,3.63,1.61,1.94,3.23,60.0,1.85,0.48,1.37,1.29,3.31,0.08
2208,2209,Bobby Reid,JAM,FW,Fulham,Premier League,30.0,33,17,1423,15.8,6,2,8,6,0.38,0.13,0.28,0.11,0.4,0.28,0.4,33,8,24.2,2.09,0.51,0.18,0.75,15.7,4.6,4.6,0.14,1.4,1.4,23.04,30.82,74.7,324.62,90.57,1.8,1.2,0.2,1.08,1.58,1.08,0.32,2.97,42.46835443037975,1.5822784810126582,0.5063291139240506,32.0,24.62025316455696,118.67088607594935,56.962025316455694,2.2151898734177213,1.1392405063291138,0.6962025316455696,2.088607594936709,0.6329113924050632,30.063291139240505,6.012658227848101,1.39,0.89,0.25,1.01,25.0,1.52,0.13,1.39,0.32,0.89,0.0
2209,2210,Tijjani Reijnders,NED,MF,Milan,Serie A,25.0,36,33,2820,31.3,3,3,6,3,0.1,0.1,0.1,0.12,0.22,0.1,0.22,44,9,20.5,1.4,0.29,0.07,0.33,20.1,3.2,3.2,0.07,-0.2,-0.2,50.32,55.78,90.2,797.89,208.53,3.7,4.1,-0.7,1.6,5.37,1.18,0.19,6.52,64.60063897763578,1.757188498402556,1.1182108626198082,63.6,43.6741214057508,291.4376996805112,134.0255591054313,2.8115015974440896,2.587859424920128,0.5750798722044729,1.2779552715654952,1.2140575079872205,50.191693290734825,2.8753993610223643,1.47,0.8,0.67,1.37,48.8,0.83,0.26,0.58,0.58,0.83,0.0
2211,2212,Reinier,BRA,"MF,FW",Frosinone,Serie A,21.0,22,13,1059,11.8,2,2,4,2,0.17,0.17,0.11,0.16,0.27,0.11,0.27,14,6,42.9,1.19,0.51,0.14,0.33,16.3,1.3,1.3,0.09,0.7,0.7,26.95,33.98,79.3,388.47,92.8,1.9,0.7,0.1,1.36,2.29,1.27,0.17,2.71,44.7457627118644,1.5254237288135593,0.7627118644067796,50.0,22.79661016949152,105.84745762711864,44.40677966101695,0.847457627118644,0.5932203389830508,0.0847457627118644,1.8644067796610169,1.271186440677966,29.491525423728813,3.559322033898305,1.78,0.85,0.42,1.44,29.4,2.03,0.34,1.69,0.85,0.42,0.0
2212,2213,Rocco Reitz,GER,MF,Gladbach,Bundesliga,21.0,34,24,2136,23.7,6,3,9,6,0.25,0.13,0.15,0.1,0.25,0.15,0.25,33,14,42.4,1.39,0.59,0.18,0.43,17.3,3.7,3.7,0.11,2.3,2.3,33.0,44.01,75.0,522.15,177.55,2.4,2.6,0.6,0.84,3.38,0.72,0.08,4.64,58.10126582278481,2.1940928270042197,0.8438818565400844,38.5,33.24894514767933,142.40506329113924,69.53586497890295,1.729957805907173,1.2236286919831223,0.5063291139240507,1.6877637130801688,1.2658227848101269,36.70886075949368,2.4472573839662446,2.57,1.52,1.18,2.32,50.9,2.57,0.84,1.73,1.86,1.31,0.04
