Rk,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG
576,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
577,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
578,4,1,25.0,3.21,0.80,0.25,1.00,12.5,0.4,0.4,0.10,+0.6,+0.6
579,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
580,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
581,42,19,45.2,2.47,1.12,0.19,0.42,17.0,7.9,7.1,0.17,+1.1,+0.9
582,4,2,50.0,0.84,0.42,0.00,0.00,19.3,0.6,0.6,0.16,-0.6,-0.6
583,5,2,40.0,0.21,0.08,0.00,0.00,20.9,0.6,0.6,0.12,-0.6,-0.6
584,1,1,100.0,2.05,2.05,1.00,1.00,7.7,0.5,0.5,0.46,+0.5,+0.5
585,6,1,16.7,0.65,0.11,0.00,0.00,19.9,0.3,0.3,0.05,-0.3,-0.3
586,30,14,46.7,1.81,0.84,0.13,0.29,17.8,3.0,3.0,0.10,+1.0,+1.0
587,6,2,33.3,0.32,0.11,0.00,0.00,16.3,0.3,0.3,0.05,-0.3,-0.3
588,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
589,14,4,28.6,0.48,0.14,0.07,0.25,14.2,1.4,1.4,0.10,-0.4,-0.4
590,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1.1,1.1,0.05,-0.1,-0.1
591,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
592,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
593,8,2,25.0,0.23,0.06,0.00,0.00,22.6,0.3,0.3,0.04,-0.3,-0.3
594,13,3,23.1,0.56,0.13,0.00,0.00,20.5,0.6,0.6,0.05,-0.6,-0.6
595,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
596,2,0,0.0,1.53,0.00,0.00,,20.4,0.2,0.2,0.09,-0.2,-0.2
597,17,7,41.2,2.46,1.01,0.06,0.14,14.1,2.6,2.6,0.15,-1.6,-1.6
598,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
599,3,1,33.3,10.80,3.60,0.00,0.00,24.9,0.1,0.1,0.05,-0.1,-0.1
600,29,11,37.9,1.16,0.44,0.03,0.09,21.3,1.5,1.5,0.05,-0.5,-0.5
601,5,0,0.0,0.50,0.00,0.00,,12.2,0.7,0.7,0.14,-0.7,-0.7
602,1,0,0.0,0.33,0.00,0.00,,30.8,0.0,0.0,0.02,0.0,0.0
603,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
604,3,0,0.0,0.51,0.00,0.00,,17.7,0.1,0.1,0.04,-0.1,-0.1
605,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
606,54,8,14.8,1.48,0.22,0.06,0.38,17.2,4.0,4.0,0.07,-1.0,-1.0
607,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
608,3,0,0.0,0.16,0.00,0.00,,28.7,0.0,0.0,0.01,0.0,0.0
609,1,0,0.0,0.83,0.00,0.00,,26.3,0.0,0.0,0.04,0.0,0.0
610,2,0,0.0,2.37,0.00,0.00,,21.6,0.1,0.1,0.04,-0.1,-0.1
611,5,0,0.0,1.69,0.00,0.00,,19.7,0.2,0.2,0.04,-0.2,-0.2
612,3,0,0.0,0.17,0.00,0.00,,18.4,0.1,0.1,0.03,-0.1,-0.1
613,8,4,50.0,0.40,0.20,0.00,0.00,14.4,1.1,1.1,0.14,-1.1,-1.1
614,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
615,20,7,35.0,0.92,0.32,0.15,0.43,11.7,1.2,1.2,0.06,+1.8,+1.8
616,16,5,31.3,0.70,0.22,0.13,0.40,22.8,0.6,0.6,0.04,+1.4,+1.4
617,72,36,50.0,2.66,1.33,0.15,0.31,18.0,9.5,8.7,0.12,+2.5,+2.3
618,10,2,20.0,1.69,0.34,0.10,0.50,14.3,1.3,1.3,0.13,-0.3,-0.3
619,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
620,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
621,34,11,32.4,3.42,1.10,0.09,0.27,14.2,5.9,4.3,0.13,-1.9,-1.3
622,14,4,28.6,0.82,0.23,0.00,0.00,15.0,0.7,0.7,0.05,-0.7,-0.7
623,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
624,1,0,0.0,3.91,0.00,0.00,,9.5,0.0,0.0,0.04,0.0,0.0
625,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
626,6,1,16.7,1.19,0.20,0.00,0.00,26.8,0.2,0.2,0.04,-0.2,-0.2
627,3,1,33.3,1.19,0.40,0.33,1.00,19.8,0.6,0.6,0.19,+0.4,+0.4
628,8,3,37.5,0.68,0.26,0.13,0.33,16.0,1.3,1.3,0.16,-0.3,-0.3
629,81,32,39.5,2.90,1.15,0.16,0.41,13.3,14.1,11.8,0.15,-0.1,+1.2
630,30,7,23.3,0.85,0.20,0.07,0.29,21.0,1.7,1.7,0.06,+0.3,+0.3
631,9,4,44.4,0.96,0.43,0.00,0.00,18.0,0.9,0.9,0.10,-0.9,-0.9
632,2,0,0.0,0.24,0.00,0.00,,15.4,0.2,0.2,0.12,-0.2,-0.2
633,23,7,30.4,1.16,0.35,0.09,0.29,21.0,1.8,1.8,0.08,+0.2,+0.2
634,17,2,11.8,0.62,0.07,0.06,0.50,19.1,1.3,1.3,0.08,-0.3,-0.3
635,25,9,36.0,3.78,1.36,0.04,0.11,16.0,2.6,2.6,0.10,-1.6,-1.6
636,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
637,21,5,23.8,0.71,0.17,0.05,0.20,14.2,1.8,1.8,0.09,-0.8,-0.8
638,15,5,33.3,0.47,0.16,0.07,0.20,13.9,0.9,0.9,0.06,+0.1,+0.1
639,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
640,30,10,33.3,1.64,0.55,0.10,0.30,14.8,4.6,3.8,0.13,-0.6,-0.8
641,32,12,37.5,1.34,0.50,0.06,0.17,22.4,2.2,2.2,0.07,-0.2,-0.2
642,1,1,100.0,0.74,0.74,0.00,0.00,14.4,0.0,0.0,0.05,0.0,0.0
643,10,5,50.0,0.37,0.19,0.20,0.40,15.7,1.2,1.2,0.12,+0.8,+0.8
644,13,5,38.5,2.18,0.84,0.08,0.20,16.7,2.3,2.3,0.18,-1.3,-1.3
645,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
646,19,10,52.6,1.95,1.02,0.21,0.40,14.0,4.5,4.5,0.24,-0.5,-0.5
647,26,12,46.2,3.43,1.58,0.04,0.08,15.6,2.8,2.8,0.11,-1.8,-1.8
648,12,3,25.0,0.72,0.18,0.00,0.00,17.2,0.5,0.5,0.04,-0.5,-0.5
649,76,43,56.6,2.60,1.47,0.22,0.40,14.1,17.5,15.0,0.20,+1.5,+2.0
650,13,4,30.8,0.57,0.17,0.15,0.50,22.2,1.0,1.0,0.08,+1.0,+1.0
651,12,2,16.7,0.99,0.17,0.08,0.50,11.8,2.3,2.3,0.19,-1.3,-1.3
652,4,1,25.0,1.63,0.41,0.00,0.00,15.4,0.4,0.4,0.09,-0.4,-0.4
653,6,3,50.0,2.90,1.45,0.17,0.33,14.9,0.5,0.5,0.08,+0.5,+0.5
654,9,1,11.1,0.38,0.04,0.00,0.00,11.5,0.5,0.5,0.06,-0.5,-0.5
655,16,5,31.3,0.65,0.20,0.06,0.20,11.2,1.5,1.5,0.09,-0.5,-0.5
656,44,17,38.6,3.24,1.25,0.09,0.24,21.4,2.4,2.4,0.05,+1.6,+1.6
657,44,24,54.5,1.95,1.07,0.20,0.38,14.2,7.1,6.3,0.14,+2.9,+2.7
658,30,12,40.0,1.30,0.52,0.10,0.25,19.8,1.8,1.8,0.06,+1.2,+1.2
659,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
660,4,2,50.0,0.53,0.27,0.50,1.00,17.8,0.2,0.2,0.05,+1.8,+1.8
661,4,0,0.0,0.20,0.00,0.00,,15.8,0.3,0.3,0.06,-0.3,-0.3
662,11,1,9.1,0.42,0.04,0.00,0.00,9.9,0.8,0.8,0.07,-0.8,-0.8
663,12,3,25.0,1.43,0.36,0.08,0.33,21.5,1.0,1.0,0.08,0.0,0.0
664,25,6,24.0,1.40,0.34,0.04,0.17,17.2,2.5,2.5,0.10,-1.5,-1.5
665,37,14,37.8,1.33,0.50,0.14,0.36,20.3,5.2,2.9,0.08,+2.8,+2.1
666,12,2,16.7,0.53,0.09,0.08,0.50,15.1,1.7,1.7,0.14,-0.7,-0.7
667,5,2,40.0,3.46,1.38,0.00,0.00,21.7,0.3,0.3,0.07,-0.3,-0.3
668,4,2,50.0,0.61,0.31,0.00,0.00,11.2,0.4,0.4,0.09,-0.4,-0.4
669,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
670,17,7,41.2,1.12,0.46,0.12,0.29,14.2,1.1,1.1,0.06,+0.9,+0.9
671,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
672,43,14,32.6,2.57,0.84,0.07,0.21,17.1,4.4,4.4,0.10,-1.4,-1.4
673,3,1,33.3,0.39,0.13,0.00,0.00,9.1,0.3,0.3,0.09,-0.3,-0.3
674,77,32,41.6,2.41,1.00,0.16,0.38,14.0,13.5,10.3,0.13,+1.5,+1.7
675,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
676,25,11,44.0,0.79,0.35,0.12,0.27,9.1,2.7,2.7,0.11,+0.3,+0.3
677,2,1,50.0,1.51,0.76,0.50,1.00,12.5,0.7,0.7,0.37,+0.3,+0.3
678,1,0,0.0,3.75,0.00,0.00,,28.2,0.0,0.0,0.03,0.0,0.0
679,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
680,16,0,0.0,0.93,0.00,0.00,,18.3,1.1,1.0,0.06,-1.1,-1.0
681,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
682,11,4,36.4,2.70,0.98,0.00,0.00,15.0,1.2,1.2,0.11,-1.2,-1.2
683,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
684,2,1,50.0,12.00,6.00,0.50,1.00,31.9,0.1,0.1,0.04,+0.9,+0.9
685,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
686,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
687,37,6,16.2,1.03,0.17,0.03,0.17,13.4,3.1,3.1,0.08,-2.1,-2.1
688,3,0,0.0,0.75,0.00,0.00,,24.1,0.1,0.1,0.03,-0.1,-0.1
689,28,9,32.1,2.20,0.71,0.11,0.33,16.0,3.9,3.1,0.11,+0.1,-0.1
690,54,22,40.7,2.24,0.91,0.11,0.27,15.9,7.0,7.0,0.13,-1.0,-1.0
691,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
692,7,3,42.9,0.59,0.25,0.14,0.33,13.9,0.7,0.7,0.10,+0.3,+0.3
693,1,1,100.0,0.43,0.43,0.00,0.00,20.3,0.0,0.0,0.01,0.0,0.0
694,16,7,43.8,0.85,0.37,0.31,0.71,8.7,2.0,2.0,0.13,+3.0,+3.0
695,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
696,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
697,35,11,31.4,1.99,0.62,0.14,0.45,14.8,7.0,6.2,0.18,-2.0,-1.2
698,10,4,40.0,2.31,0.92,0.10,0.25,19.3,0.5,0.5,0.05,+0.5,+0.5
699,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
700,21,3,14.3,1.80,0.26,0.10,0.67,13.7,2.5,2.5,0.12,-0.5,-0.5
701,38,14,36.8,1.48,0.55,0.05,0.14,21.2,3.4,2.7,0.07,-0.4,-0.7
702,5,2,40.0,0.32,0.13,0.20,0.50,14.0,0.5,0.5,0.09,+0.5,+0.5
703,20,8,40.0,0.70,0.28,0.00,0.00,15.2,1.4,1.4,0.07,-1.4,-1.4
704,9,0,0.0,0.67,0.00,0.00,,23.5,0.5,0.5,0.06,-0.5,-0.5
705,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
706,6,0,0.0,1.51,0.00,0.00,,15.3,0.7,0.7,0.12,-0.7,-0.7
707,38,17,44.7,2.21,0.99,0.21,0.47,16.0,5.7,5.7,0.15,+2.3,+2.3
708,94,32,34.0,3.22,1.10,0.09,0.25,15.0,11.9,11.9,0.13,-3.9,-3.9
709,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
710,5,3,60.0,5.06,3.03,0.00,0.00,18.1,0.5,0.5,0.10,-0.5,-0.5
711,7,2,28.6,3.75,1.07,0.00,0.00,23.1,0.2,0.2,0.03,-0.2,-0.2
712,17,7,41.2,2.79,1.15,0.24,0.57,16.1,3.2,3.2,0.19,+0.8,+0.8
713,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
714,9,3,33.3,0.69,0.23,0.00,0.00,10.3,0.7,0.7,0.07,-0.7,-0.7
715,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
716,3,1,33.3,3.86,1.29,0.00,0.00,15.8,0.3,0.3,0.09,-0.3,-0.3
717,20,4,20.0,0.75,0.15,0.05,0.25,20.0,1.1,1.1,0.05,-0.1,-0.1
718,51,19,37.3,2.21,0.82,0.10,0.26,21.0,2.9,2.7,0.05,+2.1,+2.3
719,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
720,52,15,28.8,2.39,0.69,0.10,0.33,15.1,5.0,5.0,0.10,0.0,0.0
721,49,21,42.9,1.66,0.71,0.20,0.48,19.7,4.3,4.3,0.09,+5.7,+5.7
722,6,1,16.7,0.61,0.10,0.00,0.00,11.1,1.0,1.0,0.17,-1.0,-1.0
723,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
724,5,1,20.0,0.32,0.06,0.00,0.00,14.6,0.3,0.3,0.05,-0.3,-0.3
725,14,6,42.9,2.53,1.08,0.00,0.00,20.7,1.2,1.2,0.09,-1.2,-1.2
726,27,8,29.6,1.85,0.55,0.04,0.13,24.1,1.5,1.5,0.06,-0.5,-0.5
727,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
728,16,4,25.0,0.56,0.14,0.13,0.50,10.3,2.4,2.4,0.15,-0.4,-0.4
729,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
730,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
731,6,1,16.7,0.22,0.04,0.00,0.00,23.2,0.1,0.1,0.02,-0.1,-0.1
732,2,0,0.0,0.24,0.00,0.00,,23.0,0.1,0.1,0.03,-0.1,-0.1
733,13,0,0.0,0.41,0.00,0.00,,10.6,0.8,0.8,0.06,-0.8,-0.8
734,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
735,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
736,37,19,51.4,1.48,0.76,0.19,0.37,15.4,5.0,5.0,0.13,+2.0,+2.0
737,5,2,40.0,1.94,0.78,0.20,0.50,15.6,0.3,0.3,0.06,+0.7,+0.7
738,2,1,50.0,0.34,0.17,0.00,0.00,19.9,0.1,0.1,0.04,-0.1,-0.1
739,16,2,12.5,0.67,0.08,0.13,1.00,10.0,1.2,1.2,0.07,+0.8,+0.8
740,9,3,33.3,0.70,0.23,0.11,0.33,10.8,0.8,0.8,0.09,+0.2,+0.2
741,5,1,20.0,0.54,0.11,0.00,0.00,19.8,0.2,0.2,0.04,-0.2,-0.2
742,8,2,25.0,0.54,0.13,0.00,0.00,20.9,0.2,0.2,0.02,-0.2,-0.2
743,55,19,34.5,3.10,1.07,0.05,0.16,16.4,2.5,2.5,0.05,+0.5,+0.5
744,6,4,66.7,4.86,3.24,0.17,0.25,13.6,0.6,0.6,0.10,+0.4,+0.4
745,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
746,5,0,0.0,0.28,0.00,0.00,,15.6,0.3,0.3,0.06,-0.3,-0.3
747,3,1,33.3,10.80,3.60,0.00,0.00,17.3,0.2,0.2,0.05,-0.2,-0.2
748,22,6,27.3,1.32,0.36,0.09,0.33,16.9,1.3,1.3,0.06,+0.7,+0.7
749,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
750,1,1,100.0,2.50,2.50,0.00,0.00,27.3,0.0,0.0,0.02,0.0,0.0
751,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
752,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
753,18,7,38.9,1.04,0.40,0.11,0.29,17.8,2.0,2.0,0.11,0.0,0.0
754,14,0,0.0,0.91,0.00,0.00,,25.1,0.7,0.7,0.05,-0.7,-0.7
755,24,6,25.0,0.73,0.18,0.08,0.33,11.3,2.2,2.2,0.09,-0.2,-0.2
756,4,0,0.0,0.51,0.00,0.00,,22.9,0.2,0.2,0.04,-0.2,-0.2
757,47,21,44.7,1.61,0.72,0.15,0.33,12.2,8.8,8.8,0.20,-1.8,-1.8
758,6,2,33.3,0.59,0.20,0.00,0.00,21.6,0.3,0.3,0.05,-0.3,-0.3
759,9,5,55.6,1.91,1.06,0.11,0.20,12.6,0.9,0.9,0.10,+0.1,+0.1
760,34,13,38.2,1.88,0.72,0.12,0.31,19.1,2.4,2.4,0.07,+1.6,+1.6
761,15,3,20.0,1.09,0.22,0.00,0.00,22.0,0.5,0.5,0.03,-0.5,-0.5
762,26,8,30.8,0.80,0.25,0.08,0.25,16.3,1.3,1.3,0.05,+0.7,+0.7
763,16,5,31.3,0.81,0.25,0.00,0.00,20.0,1.2,1.2,0.07,-1.2,-1.2
764,9,0,0.0,0.49,0.00,0.00,,25.5,0.3,0.3,0.03,-0.3,-0.3
765,25,11,44.0,2.56,1.13,0.24,0.55,17.1,4.2,4.2,0.17,+1.8,+1.8
766,26,15,57.7,2.59,1.49,0.27,0.47,13.5,4.6,4.6,0.18,+2.4,+2.4
767,77,36,46.8,2.68,1.25,0.22,0.47,12.4,24.2,17.9,0.23,-0.2,-0.9
768,14,5,35.7,1.92,0.69,0.21,0.60,16.1,1.9,1.9,0.14,+1.1,+1.1
769,5,2,40.0,2.49,0.99,0.40,1.00,10.9,1.0,1.0,0.21,+1.0,+1.0
770,14,3,21.4,1.03,0.22,0.00,0.00,26.2,0.4,0.4,0.03,-0.4,-0.4
771,1,0,0.0,0.21,0.00,0.00,,10.4,0.1,0.1,0.14,-0.1,-0.1
772,17,4,23.5,0.89,0.21,0.12,0.50,12.5,1.0,1.0,0.06,+1.0,+1.0
773,19,7,36.8,2.94,1.08,0.11,0.29,13.4,3.0,3.0,0.16,-1.0,-1.0
774,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
775,1,0,0.0,0.10,0.00,0.00,,2.8,0.3,0.3,0.27,-0.3,-0.3
776,15,5,33.3,0.72,0.24,0.13,0.40,24.6,0.7,0.7,0.05,+1.3,+1.3
777,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
778,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12.8,7.9,0.11,-0.8,-0.9
779,23,6,26.1,0.84,0.22,0.04,0.17,23.5,2.2,1.4,0.06,-1.2,-0.4
780,24,6,25.0,1.32,0.33,0.17,0.67,11.8,2.3,2.3,0.09,+1.7,+1.7
781,1,0,0.0,4.50,0.00,0.00,,16.1,0.0,0.0,0.02,0.0,0.0
782,23,6,26.1,1.10,0.29,0.09,0.33,23.4,1.5,1.5,0.06,+0.5,+0.5
783,33,12,36.4,1.04,0.38,0.09,0.25,13.4,3.1,3.1,0.09,-0.1,-0.1
784,20,7,35.0,3.79,1.33,0.25,0.71,16.8,2.0,2.0,0.10,+3.0,+3.0
785,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
786,66,29,43.9,2.00,0.88,0.20,0.45,12.9,11.5,11.5,0.17,+1.5,+1.5
787,4,1,25.0,0.27,0.07,0.00,0.00,20.0,0.3,0.3,0.07,-0.3,-0.3
788,52,16,30.8,2.39,0.74,0.12,0.38,21.2,10.6,5.1,0.10,+2.4,+0.9
789,21,9,42.9,1.18,0.51,0.00,0.00,19.5,1.0,1.0,0.05,-1.0,-1.0
790,1,1,100.0,2.65,2.65,1.00,1.00,3.8,0.3,0.3,0.31,+0.7,+0.7
791,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
792,16,5,31.3,0.85,0.26,0.00,0.00,21.1,0.8,0.8,0.05,-0.8,-0.8
793,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
794,5,1,20.0,0.41,0.08,0.00,0.00,15.6,0.3,0.3,0.05,-0.3,-0.3
795,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
796,38,11,28.9,1.19,0.35,0.16,0.55,18.1,3.5,3.5,0.09,+2.5,+2.5
797,51,19,37.3,2.95,1.10,0.14,0.37,13.7,6.2,6.2,0.12,+0.8,+0.8
798,3,1,33.3,0.56,0.19,0.00,0.00,10.3,0.2,0.2,0.05,-0.2,-0.2
799,39,8,20.5,1.20,0.25,0.03,0.13,19.9,2.4,2.4,0.06,-1.4,-1.4
800,3,0,0.0,2.55,0.00,0.00,,19.4,0.2,0.2,0.06,-0.2,-0.2
801,18,3,16.7,1.70,0.28,0.00,0.00,18.5,1.3,1.3,0.07,-1.3,-1.3
802,2,1,50.0,0.41,0.21,0.00,0.00,16.4,0.1,0.1,0.03,-0.1,-0.1
803,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
804,30,9,30.0,3.77,1.13,0.13,0.44,14.1,2.4,2.4,0.08,+1.6,+1.6
805,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
806,27,12,44.4,2.15,0.95,0.15,0.33,14.7,2.9,2.9,0.11,+1.1,+1.1
807,54,22,40.7,2.00,0.81,0.09,0.23,16.2,6.6,6.6,0.12,-1.6,-1.6
808,13,6,46.2,1.53,0.70,0.08,0.17,16.7,2.3,1.5,0.11,-1.3,-0.5
809,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2.7,2.7,0.06,+0.3,+0.3
810,6,6,100.0,1.59,1.59,0.33,0.33,19.1,0.5,0.5,0.08,+1.5,+1.5
811,10,4,40.0,3.38,1.35,0.00,0.00,16.4,0.8,0.8,0.08,-0.8,-0.8
812,2,1,50.0,6.43,3.21,0.00,0.00,25.8,0.1,0.1,0.04,-0.1,-0.1
813,7,2,28.6,0.78,0.22,0.00,0.00,11.0,0.3,0.3,0.04,-0.3,-0.3
814,18,6,33.3,0.65,0.22,0.11,0.33,11.4,1.6,1.6,0.09,+0.4,+0.4
815,63,24,38.1,2.29,0.87,0.03,0.08,24.1,4.3,3.5,0.06,-1.3,-1.5
816,6,3,50.0,2.97,1.48,0.17,0.33,15.9,0.7,0.7,0.12,+0.3,+0.3
817,47,20,42.6,2.04,0.87,0.17,0.40,12.0,10.8,10.0,0.21,-2.8,-2.0
818,6,3,50.0,0.47,0.23,0.17,0.33,22.5,0.2,0.2,0.03,+0.8,+0.8
819,72,29,40.3,2.52,1.02,0.21,0.52,12.1,10.8,10.0,0.14,+5.2,+5.0
820,28,8,28.6,5.31,1.52,0.00,0.00,21.2,1.4,1.4,0.05,-1.4,-1.4
821,10,3,30.0,0.52,0.16,0.10,0.33,22.0,0.5,0.5,0.05,+0.5,+0.5
822,20,7,35.0,1.28,0.45,0.15,0.43,19.9,1.8,1.8,0.09,+1.2,+1.2
823,13,4,30.8,1.03,0.32,0.08,0.25,22.0,1.0,1.0,0.08,0.0,0.0
824,8,3,37.5,0.28,0.10,0.13,0.33,10.2,1.0,1.0,0.12,0.0,0.0
825,14,3,21.4,0.74,0.16,0.07,0.33,17.4,1.9,1.9,0.14,-0.9,-0.9
826,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
827,18,5,27.8,0.65,0.18,0.00,0.00,22.2,1.0,1.0,0.06,-1.0,-1.0
828,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
829,7,0,0.0,0.48,0.00,0.00,,19.1,0.3,0.3,0.04,-0.3,-0.3
830,5,2,40.0,0.45,0.18,0.20,0.50,9.7,0.2,0.2,0.05,+0.8,+0.8
831,6,1,16.7,2.08,0.35,0.00,0.00,15.0,0.5,0.5,0.09,-0.5,-0.5
832,11,6,54.5,0.80,0.43,0.18,0.33,18.8,1.0,1.0,0.09,+1.0,+1.0
833,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
834,1,0,0.0,0.06,0.00,0.00,,5.4,0.1,0.1,0.06,-0.1,-0.1
835,82,33,40.2,3.59,1.45,0.12,0.30,20.7,9.1,8.3,0.10,+1.9,+1.7
836,4,1,25.0,5.29,1.32,0.00,0.00,19.1,0.2,0.2,0.05,-0.2,-0.2
837,33,8,24.2,3.43,0.83,0.03,0.13,17.8,3.0,2.2,0.07,-2.0,-1.2
838,28,10,35.7,2.38,0.85,0.18,0.50,14.5,4.2,4.2,0.15,+0.8,+0.8
839,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
840,6,2,33.3,1.24,0.41,0.00,0.00,20.1,0.4,0.4,0.06,-0.4,-0.4
841,2,0,0.0,4.39,0.00,0.00,,17.0,0.2,0.2,0.08,-0.2,-0.2
842,27,10,37.0,1.67,0.62,0.19,0.50,19.0,2.8,2.8,0.10,+2.2,+2.2
843,4,2,50.0,3.83,1.91,0.00,0.00,22.2,0.2,0.2,0.04,-0.2,-0.2
844,16,6,37.5,3.54,1.33,0.00,0.00,14.5,2.7,2.0,0.12,-1.7,-2.0
845,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
846,11,3,27.3,0.39,0.11,0.00,0.00,15.6,0.8,0.8,0.07,-0.8,-0.8
847,7,1,14.3,1.05,0.15,0.00,0.00,17.0,0.4,0.4,0.06,-0.4,-0.4
848,3,1,33.3,0.69,0.23,0.00,0.00,18.5,0.1,0.1,0.03,-0.1,-0.1
849,26,11,42.3,4.49,1.90,0.08,0.18,14.6,3.4,3.4,0.13,-1.4,-1.4
850,7,1,14.3,12.60,1.80,0.00,0.00,18.6,0.7,0.7,0.11,-0.7,-0.7
851,17,7,41.2,1.49,0.61,0.18,0.43,18.9,1.9,1.9,0.11,+1.1,+1.1
852,8,2,25.0,0.53,0.13,0.13,0.50,11.5,0.4,0.4,0.05,+0.6,+0.6
853,23,4,17.4,1.68,0.29,0.04,0.25,19.8,1.2,1.2,0.05,-0.2,-0.2
854,28,7,25.0,2.40,0.60,0.04,0.14,19.2,2.2,2.2,0.08,-1.2,-1.2
855,3,0,0.0,0.72,0.00,0.00,,16.6,0.1,0.1,0.04,-0.1,-0.1
856,2,0,0.0,0.50,0.00,0.00,,10.8,0.1,0.1,0.03,-0.1,-0.1
857,61,25,41.0,3.56,1.46,0.11,0.28,15.8,8.7,8.7,0.14,-1.7,-1.7
858,13,3,23.1,0.40,0.09,0.15,0.67,9.2,1.4,1.4,0.11,+0.6,+0.6
859,1,0,0.0,0.06,0.00,0.00,,51.1,0.0,0.0,0.01,0.0,0.0
860,33,20,60.6,2.17,1.32,0.18,0.30,15.5,4.6,4.6,0.14,+1.4,+1.4
861,60,20,33.3,1.99,0.66,0.10,0.30,16.0,5.4,5.4,0.09,+0.6,+0.6
862,90,35,38.9,2.60,1.01,0.07,0.17,22.8,10.0,6.1,0.07,0.0,-0.1
863,15,0,0.0,1.05,0.00,0.00,,26.8,0.5,0.5,0.03,-0.5,-0.5
864,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
865,7,1,14.3,0.49,0.07,0.00,0.00,24.0,0.3,0.3,0.04,-0.3,-0.3
