Rk,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90
457,49.43,59.79,82.7,814.76,304.55,6.0,7.2,-3.0,1.7,6.1,1.85,0.21,8.51
458,50.48,59.15,85.3,890.79,297.52,0.5,0.4,-0.5,0.55,3.58,0.3,0.24,2.79
459,33.54,40.23,83.4,535.54,114.38,1.7,1.4,1.3,1.77,2.31,0.62,0.08,4.38
460,29.34,40.1,73.2,488.31,177.86,1.0,1.3,-1.0,0.59,1.86,0.55,0.31,2.59
461,26.0,40.0,65.0,566.0,402.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
462,13.33,25.0,53.3,220.0,116.67,0.0,0.1,0.0,0.0,1.67,0.0,0.0,3.33
463,21.25,28.38,74.9,246.5,35.0,1.1,0.6,-0.1,1.0,1.12,0.75,0.12,1.62
464,55.18,68.69,80.3,803.42,313.8,2.8,3.7,-0.8,1.25,3.45,1.25,0.48,5.11
465,36.42,43.24,84.2,568.65,147.09,0.5,1.0,1.5,0.54,2.77,0.54,0.07,3.04
466,39.66,55.86,71.0,623.1,204.83,0.3,0.5,-0.3,0.69,1.72,1.03,0.69,2.76
467,58.61,66.34,88.4,1154.11,461.14,0.1,0.4,-0.1,0.15,3.56,0.2,0.0,2.92
468,28.7,39.04,73.5,465.96,154.66,1.0,1.4,0.0,0.68,1.99,0.82,0.34,2.67
469,23.01,32.68,70.4,681.08,483.79,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0
470,26.0,35.2,73.9,408.4,94.4,0.2,0.2,0.8,1.6,0.8,1.2,0.4,2.4
471,31.89,41.89,76.1,490.38,159.06,0.4,0.4,-0.4,1.32,1.89,1.51,0.57,2.64
472,32.28,44.95,71.8,485.16,186.36,2.6,3.3,-2.6,0.87,1.47,1.09,0.49,2.83
473,10.0,30.0,33.3,100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,52.49,61.2,85.8,828.01,188.17,2.7,3.1,0.3,0.87,2.16,1.08,0.21,3.4
475,40.0,51.11,78.3,475.0,121.67,0.2,0.2,-0.2,1.11,3.33,3.33,0.56,5.0
476,73.68,83.42,88.3,1114.34,334.21,0.7,0.7,2.3,1.32,8.82,1.05,0.0,7.63
477,58.89,72.22,81.5,880.0,172.22,0.1,0.1,-0.1,2.22,2.22,0.0,0.0,3.33
478,30.0,30.0,100.0,485.0,165.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0
479,54.34,59.19,91.8,1000.29,339.88,0.0,0.2,0.0,0.12,3.82,0.06,0.0,2.83
480,52.95,64.77,81.8,915.27,348.95,1.0,1.2,1.0,0.73,5.64,0.82,0.14,5.09
481,,,,,,0.0,0.0,0.0,,,,,
482,41.39,51.47,80.4,676.22,205.38,2.3,2.5,-0.3,0.55,2.9,0.8,0.34,3.7
483,25.54,34.87,73.2,393.48,119.29,4.3,3.0,0.7,1.38,1.52,0.85,0.22,2.77
484,20.65,24.35,84.8,248.7,89.78,0.2,0.2,-0.2,0.65,1.09,1.74,0.0,4.35
485,38.75,47.69,81.3,679.91,183.75,1.7,2.0,1.3,0.69,3.01,0.23,0.09,4.03
486,46.08,56.72,81.2,724.85,251.23,1.9,1.8,1.1,0.61,2.53,0.58,0.27,2.63
487,27.52,37.96,72.5,839.64,601.08,0.2,0.1,-0.2,0.04,1.16,0.0,0.0,0.04
488,14.55,24.17,60.2,195.24,51.44,1.7,1.1,1.3,1.02,1.44,0.8,0.05,2.51
489,41.86,48.91,85.6,751.09,281.9,0.8,1.2,-0.8,0.36,3.1,0.36,0.11,3.65
490,35.5,47.17,75.3,539.83,115.5,1.0,0.9,-1.0,2.5,2.33,1.0,0.67,4.33
491,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,15.93,19.26,82.7,250.0,23.7,0.5,0.0,0.5,0.37,0.74,0.0,0.0,0.37
493,18.29,28.29,64.7,283.9,78.05,0.6,0.1,1.4,1.71,1.46,0.73,0.49,2.93
494,52.98,61.72,85.8,830.79,232.58,0.8,0.9,-0.8,0.73,5.23,0.53,0.13,4.57
495,38.83,47.55,81.7,896.42,361.28,1.0,1.0,2.0,0.21,3.16,0.11,0.0,2.73
496,42.39,48.48,87.4,750.6,236.3,0.2,0.3,0.8,0.49,2.61,0.27,0.11,3.32
497,24.07,32.79,73.4,344.77,90.35,1.2,1.7,-0.2,1.4,0.81,1.16,0.23,2.67
498,73.64,82.12,89.7,1091.67,262.27,1.5,1.0,0.5,1.67,7.27,0.91,0.0,7.12
499,20.0,29.5,67.8,260.5,94.5,0.2,0.2,-0.2,2.0,1.0,1.0,0.0,1.5
500,37.87,45.47,83.3,621.33,181.33,0.6,0.4,-0.6,1.2,1.07,1.2,0.4,3.47
501,36.7,49.91,73.5,641.56,260.83,1.6,1.0,-0.6,1.01,3.21,1.1,0.83,2.84
502,28.4,42.27,67.2,448.67,215.6,1.0,0.8,0.0,0.8,1.87,1.07,0.93,1.87
503,37.0,51.0,72.5,640.0,242.0,0.0,0.2,0.0,0.0,1.0,3.0,3.0,1.0
504,25.0,35.69,70.1,384.9,121.27,0.9,2.5,0.1,1.37,2.06,2.06,0.2,3.63
505,16.53,27.87,59.3,434.8,329.47,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
506,11.15,22.3,50.0,143.77,24.43,0.2,0.3,-0.2,0.66,0.33,0.16,0.0,1.48
507,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,36.89,46.56,79.2,541.31,203.11,2.0,1.2,-1.0,1.64,2.62,0.66,0.0,3.93
509,45.37,53.87,84.2,860.23,337.17,0.4,1.5,-0.4,0.3,2.7,0.17,0.03,2.37
510,120.0,147.5,81.4,2072.5,675.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5
511,46.67,66.67,70.0,786.67,225.0,0.2,0.2,0.8,3.33,5.0,3.33,0.0,8.33
512,27.92,43.49,64.2,472.74,153.35,6.8,6.1,-2.8,2.41,2.69,1.84,0.47,4.06
513,66.04,73.87,89.4,1140.38,331.89,0.1,0.4,-0.1,0.19,2.83,0.19,0.0,2.92
514,37.15,46.73,79.5,621.13,162.92,3.1,4.0,0.9,1.73,3.49,1.2,0.04,5.67
515,58.82,66.47,88.5,1002.94,301.18,0.1,0.0,0.9,0.59,1.18,0.0,0.0,2.94
516,90.0,130.0,69.2,1615.0,725.0,0.1,0.1,0.9,10.0,10.0,5.0,0.0,25.0
517,45.79,55.27,82.8,984.15,323.79,1.6,1.3,-0.6,0.3,3.33,0.24,0.06,3.48
518,16.67,20.0,83.3,213.33,76.67,0.0,0.0,0.0,6.67,0.0,3.33,0.0,3.33
519,47.54,62.46,76.1,771.0,264.31,0.7,1.2,0.3,1.0,3.69,2.08,1.0,5.69
520,32.64,41.89,77.9,531.32,196.79,0.5,0.6,-0.5,0.75,2.45,1.13,0.38,2.83
521,11.1,16.31,68.1,146.53,25.85,1.4,0.7,-0.4,0.68,0.72,0.17,0.0,0.93
522,43.46,55.97,77.6,773.09,210.58,4.2,5.5,1.8,2.2,4.45,2.25,0.31,7.23
523,15.22,25.22,60.3,211.3,46.96,0.8,0.3,-0.8,1.74,0.43,1.74,0.0,2.17
524,27.7,35.94,77.1,649.12,437.33,0.1,0.1,-0.1,0.06,0.27,0.06,0.0,0.06
525,45.88,51.18,89.7,724.71,258.24,0.1,0.2,-0.1,0.59,1.76,0.59,0.59,2.35
526,20.41,29.18,69.9,323.11,101.07,6.2,5.6,-4.2,2.21,1.72,1.84,0.74,2.87
527,44.4,58.93,75.4,622.62,184.76,2.2,1.8,-1.2,1.67,3.45,0.24,0.24,2.98
528,28.75,36.25,79.3,415.0,94.38,0.0,0.1,0.0,0.62,1.88,1.88,1.25,4.38
529,51.88,60.52,85.7,898.06,274.51,1.1,2.8,-0.1,0.66,5.83,0.76,0.24,6.67
530,10.0,11.58,86.4,128.42,31.05,0.0,0.0,0.0,0.0,1.05,0.0,0.0,1.05
531,19.45,25.0,77.8,303.59,74.68,0.5,1.4,-0.5,0.45,1.59,0.91,0.36,3.27
532,33.48,41.08,81.5,646.62,221.01,1.9,2.5,1.1,0.49,3.87,0.52,0.17,3.87
533,67.27,71.32,94.3,1142.0,386.18,1.1,0.8,0.9,0.32,5.27,0.05,0.0,5.32
534,27.5,35.42,77.6,483.33,188.75,0.1,0.1,-0.1,0.83,3.33,0.42,0.0,5.0
535,36.5,47.5,76.8,919.5,650.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
536,30.59,40.25,76.0,582.11,158.51,5.4,5.4,-0.4,1.7,3.65,1.3,0.22,5.17
537,46.0,53.6,85.8,590.4,106.4,0.3,0.3,0.7,1.6,1.6,2.4,0.0,4.8
538,29.2,37.26,78.4,479.91,112.83,2.3,2.7,0.7,1.77,1.95,2.04,0.09,4.51
539,40.14,50.24,79.9,811.98,352.75,0.3,0.2,0.7,0.29,3.0,0.19,0.0,3.86
540,39.89,48.11,82.9,727.3,214.86,0.5,0.7,-0.5,0.59,3.95,0.32,0.05,4.54
541,10.0,10.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,inf,inf,100.0,inf,,0.0,0.0,0.0,,,,,
543,32.96,42.96,76.7,517.78,132.22,0.4,0.7,0.6,2.22,2.59,3.33,2.59,4.44
544,25.0,30.0,83.3,470.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
545,15.83,25.83,61.3,326.67,97.5,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.83
546,37.19,47.58,78.2,599.49,183.03,2.6,2.1,-1.6,1.69,2.58,1.57,0.56,3.82
547,38.0,49.0,77.6,465.0,64.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
548,25.45,35.38,71.9,421.24,112.83,1.3,1.2,-0.3,0.83,1.31,1.24,0.28,3.52
549,36.07,45.18,79.8,510.18,101.79,0.3,0.6,-0.3,1.25,2.68,1.07,0.54,3.75
550,50.13,66.35,75.6,864.57,302.0,4.6,5.3,-0.6,2.0,4.3,2.17,0.78,5.96
551,inf,inf,100.0,inf,inf,0.0,0.0,0.0,,inf,,,
552,33.22,40.27,82.5,507.05,202.75,0.2,0.2,-0.2,0.2,2.21,0.27,0.13,2.21
553,28.67,38.85,73.8,456.55,167.15,1.0,1.1,-1.0,0.73,2.42,1.09,0.48,3.33
554,49.29,55.76,88.4,820.04,323.33,0.0,0.2,0.0,0.04,2.04,0.0,0.0,2.71
555,27.97,41.35,67.6,456.89,200.14,1.0,0.7,-1.0,0.41,2.03,0.54,0.27,2.97
556,32.35,45.34,71.4,554.8,262.89,0.4,0.6,-0.4,0.2,2.94,0.34,0.25,3.28
557,42.75,52.61,81.3,795.59,297.36,2.2,1.1,-1.2,0.37,2.64,0.2,0.0,3.29
558,61.0,75.0,81.3,1011.0,387.0,0.0,0.1,0.0,0.0,8.0,0.0,0.0,13.0
559,12.25,17.42,70.3,179.54,39.27,0.6,0.5,0.4,0.53,0.66,0.2,0.0,1.59
560,25.49,33.25,76.7,474.75,109.32,5.0,4.6,-1.0,1.9,1.86,1.39,0.31,4.07
561,48.25,58.15,83.0,815.5,296.95,1.2,0.5,-0.2,0.35,4.1,0.3,0.0,3.65
562,42.58,52.18,81.6,674.03,128.79,3.8,4.5,-0.8,2.34,1.53,3.31,0.65,5.81
563,42.39,47.93,88.4,850.54,273.69,0.2,0.4,-0.2,0.18,2.57,0.18,0.09,2.57
564,40.87,47.17,86.6,698.1,190.71,2.0,1.3,-2.0,0.65,4.35,0.43,0.0,5.0
565,54.0,76.0,71.1,1100.0,308.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
566,70.0,90.0,77.8,740.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,23.94,35.29,67.9,698.29,498.54,0.0,0.1,0.0,0.0,0.43,0.06,0.0,0.03
568,38.0,48.0,79.2,456.0,122.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,4.0
569,20.0,20.0,100.0,330.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,36.61,47.97,76.3,654.65,221.42,4.3,3.0,-1.3,1.48,4.45,0.65,0.13,4.58
571,30.34,39.46,76.9,600.47,208.72,0.8,0.5,0.2,0.27,3.11,0.41,0.2,3.51
572,30.49,39.45,77.3,635.33,244.51,0.2,0.1,-0.2,0.22,1.81,0.0,0.0,2.2
573,37.52,42.67,87.9,635.74,160.0,0.1,0.6,-0.1,0.1,3.66,0.69,0.1,4.65
574,54.09,65.91,82.1,809.55,294.55,0.1,0.2,-0.1,0.45,3.18,1.82,1.36,6.36
575,18.5,30.0,61.7,319.5,73.5,0.0,0.2,0.0,0.0,2.5,1.0,1.0,2.5
576,20.0,30.0,66.7,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,83.33,110.0,75.8,1233.33,256.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,13.33
578,30.0,40.83,73.5,339.17,58.33,0.2,0.0,-0.2,3.33,0.0,0.0,0.0,1.67
579,20.0,20.0,100.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,45.0,70.0,64.3,530.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,22.29,30.35,73.4,285.65,68.35,3.6,3.8,-1.6,1.88,1.71,1.35,0.12,3.59
582,27.29,34.79,78.4,434.58,120.0,0.7,0.6,-0.7,1.04,2.08,2.29,0.0,5.21
583,42.55,56.07,75.9,698.7,284.94,2.1,2.5,-0.1,0.75,2.93,1.21,0.46,3.35
584,36.0,52.0,69.2,434.0,72.0,0.7,0.1,0.3,2.0,2.0,2.0,2.0,4.0
585,34.46,51.09,67.4,599.24,280.0,1.2,1.3,-0.2,0.98,2.93,1.74,0.98,4.35
586,34.34,43.73,78.5,542.41,143.07,3.5,3.1,-1.5,1.57,3.07,1.57,0.42,4.4
587,32.89,44.6,73.7,517.43,222.83,1.2,1.2,-0.2,1.02,1.93,1.12,0.75,2.67
588,35.0,45.0,77.8,500.0,215.0,0.0,0.1,0.0,5.0,0.0,5.0,0.0,5.0
589,50.71,60.68,83.6,990.51,414.9,0.6,0.7,0.4,0.2,4.39,0.2,0.07,4.93
590,32.42,42.46,76.4,597.73,152.38,0.5,1.0,0.5,0.47,3.01,0.43,0.16,3.63
591,19.85,32.92,60.3,596.0,476.69,0.0,0.0,0.0,0.08,0.31,0.0,0.0,0.0
592,27.5,40.0,68.8,829.0,637.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
593,33.16,47.84,69.3,539.6,265.2,4.0,3.0,3.0,0.95,2.82,1.09,0.6,3.42
594,31.86,37.79,84.3,518.83,143.07,0.8,0.9,0.2,0.48,3.46,0.26,0.09,3.81
595,inf,inf,33.3,inf,inf,0.0,0.0,0.0,,,,,
596,43.08,53.85,80.0,615.38,121.54,0.1,0.1,-0.1,0.77,4.62,0.77,0.0,3.85
597,19.86,24.93,79.7,265.36,44.2,0.8,0.6,-0.8,1.3,0.87,0.58,0.0,1.88
598,30.54,33.24,91.9,722.97,510.54,0.1,0.0,-0.1,0.27,0.27,0.0,0.0,0.0
599,66.67,80.0,83.3,883.33,210.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,16.67
600,42.45,54.38,78.1,668.27,164.26,4.2,4.3,3.8,1.08,2.49,1.37,0.68,3.9
601,27.27,36.97,73.8,475.05,190.3,0.6,0.5,-0.6,0.3,2.73,0.51,0.1,2.02
602,47.42,61.94,76.6,765.48,252.26,0.1,0.2,-0.1,0.65,6.13,0.65,0.65,5.16
603,23.0,33.33,69.0,618.67,417.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
604,38.98,46.27,84.2,569.49,194.41,1.0,0.5,-1.0,1.02,5.25,0.85,0.0,5.08
605,52.92,64.17,82.5,870.0,358.75,0.4,0.3,-0.4,1.04,3.12,0.83,0.0,5.42
606,48.9,59.67,82.0,869.59,266.58,2.9,3.1,1.1,0.82,6.27,1.01,0.16,6.41
607,21.67,30.0,72.2,490.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,38.49,50.86,75.7,674.22,289.57,0.4,0.6,0.6,0.27,3.73,0.49,0.16,4.16
609,15.0,22.5,66.7,175.83,65.0,0.1,0.1,-0.1,0.83,0.83,0.0,0.0,3.33
610,18.75,25.0,75.0,233.75,61.25,0.0,0.0,0.0,1.25,0.0,3.75,0.0,3.75
611,52.67,63.0,83.6,933.0,210.67,1.6,1.2,0.4,3.0,3.67,1.67,0.67,3.67
612,78.61,85.95,91.5,1475.43,487.98,0.4,0.4,-0.4,0.29,4.22,0.0,0.0,4.34
613,52.32,60.4,86.6,763.13,222.63,1.1,1.2,0.9,0.96,2.58,0.35,0.2,2.53
614,24.0,35.0,68.6,612.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,43.9,52.75,83.2,795.6,289.04,0.2,0.8,0.8,0.28,2.84,0.46,0.28,3.58
616,51.22,59.96,85.4,821.48,214.72,1.8,2.3,1.2,1.14,5.2,0.74,0.13,5.37
617,24.28,30.66,79.2,327.93,85.17,3.2,3.0,3.8,1.03,2.07,1.14,0.04,3.21
618,13.9,19.49,71.3,167.46,28.31,0.3,0.2,-0.3,1.02,0.34,0.34,0.0,1.86
619,51.82,53.64,96.6,804.55,309.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64
620,20.0,33.33,60.0,326.67,123.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33
621,13.7,21.6,63.4,166.8,38.4,0.7,0.8,0.3,0.7,0.7,0.4,0.2,1.3
622,57.25,64.04,89.4,1025.85,324.21,0.2,0.4,-0.2,0.23,3.57,0.23,0.06,3.57
623,10.0,23.33,42.9,156.67,110.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
624,6.67,13.33,50.0,103.33,63.33,0.4,0.0,0.6,3.33,0.0,3.33,3.33,0.0
625,33.06,43.39,76.2,899.65,588.65,0.1,0.2,-0.1,0.03,1.42,0.03,0.0,0.1
626,56.8,65.6,86.6,802.2,177.2,0.9,0.4,0.1,2.0,4.2,0.2,0.2,2.2
627,82.0,94.0,87.2,1256.0,331.6,0.5,0.9,-0.5,2.8,7.6,1.2,0.4,7.6
628,45.9,54.44,84.3,824.1,251.2,0.1,0.6,-0.1,0.17,1.11,0.17,0.0,2.99
629,14.91,22.26,67.0,210.57,38.71,1.2,1.8,0.8,0.61,0.68,0.54,0.07,1.36
630,42.1,51.84,81.2,706.15,228.5,2.9,2.4,0.1,1.05,3.03,0.88,0.45,3.51
631,31.91,45.96,69.4,525.53,201.81,1.4,0.9,0.6,1.06,5.32,1.17,0.11,6.49
632,42.17,49.52,85.2,714.7,285.3,0.2,0.1,-0.2,0.6,3.73,0.24,0.0,4.46
633,29.6,38.09,77.7,527.54,162.76,1.5,0.7,0.5,1.01,3.72,0.7,0.0,4.17
634,58.49,67.98,86.0,1152.79,405.4,0.9,1.0,0.1,0.77,5.44,0.51,0.15,5.92
635,15.45,23.03,67.1,215.15,54.09,1.1,0.4,-1.1,0.91,0.91,0.3,0.0,1.36
636,50.0,70.0,71.4,730.0,160.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
637,51.12,58.27,87.7,937.59,370.37,0.4,0.7,-0.4,0.27,4.14,0.2,0.0,4.51
638,80.38,88.7,90.6,1378.89,547.25,1.0,1.2,0.0,0.41,5.38,0.22,0.03,5.85
639,36.67,43.33,84.6,400.0,100.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0
640,21.91,28.8,76.1,319.56,84.26,2.4,2.9,2.6,1.26,1.2,1.64,0.16,3.77
641,30.21,41.75,72.4,574.38,201.12,6.4,5.0,-1.4,2.12,5.0,1.33,0.58,5.5
642,56.15,65.38,85.9,1363.85,433.85,0.0,0.0,0.0,0.0,3.08,0.0,0.0,6.15
643,44.23,52.02,85.0,758.54,254.49,1.8,1.3,-0.8,0.82,2.4,0.52,0.22,2.7
644,17.83,29.83,59.8,230.33,80.5,1.0,1.2,0.0,1.67,1.33,1.17,0.33,2.83
