,,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1644,1643.0,1581,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,21,2001,3.7,4,12,5,41.7,3.24,1.35,0.33,0.80,20.0,1,0,0,1.3,1.3,0.11,+2.7,+2.7,Matches
1645,1644.0,1582,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,21,2001,2.9,0,9,2,22.2,3.08,0.68,0.00,0.00,26.4,2,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1646,1645.0,1583,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,24,1998,28.9,0,18,2,11.1,0.62,0.07,0.00,0.00,20.1,2,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
1647,1646.0,1584,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,24,1999,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,+3.5,+3.5,Matches
1648,1647.0,1585,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,30,1993,17.2,4,39,13,33.3,2.27,0.76,0.10,0.31,29.6,10,0,0,1.1,1.1,0.03,+2.9,+2.9,Matches
1649,1648.0,1586,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,23,1999,25.4,1,14,3,21.4,0.55,0.12,0.07,0.33,16.2,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
1650,1649.0,1587,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1651,1650.0,1588,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22,2000,36.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1652,1651.0,1589,David Mamutovic,de GER,"FW,DF",Mainz 05,de Bundesliga,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1653,1652.0,1590,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,29.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1654,1653.0,1591,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,23,1999,0.1,0,1,0,0.0,10.00,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1655,1654.0,1592,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27,1996,31.9,4,19,7,36.8,0.60,0.22,0.21,0.57,12.2,0,0,0,1.9,1.9,0.10,+2.1,+2.1,Matches
1656,1655.0,1593,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,34,1988,1.7,0,6,0,0.0,3.46,0.00,0.00,,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5,Matches
1657,1656.0,1594,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38,1985,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1658,1657.0,1595,Christos Mandas,gr GRE,GK,Lazio,it Serie A,21,2001,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1659,1658.0,1596,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29,1994,8.1,2,5,3,60.0,0.62,0.37,0.40,0.67,10.4,0,0,0,0.9,0.9,0.17,+1.1,+1.1,Matches
1660,1659.0,1597,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31,1991,12.4,1,4,2,50.0,0.32,0.16,0.25,0.50,12.8,0,0,0,0.6,0.6,0.16,+0.4,+0.4,Matches
1661,1660.0,1598,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26,1997,17.6,3,30,11,36.7,1.70,0.62,0.10,0.27,20.6,1,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
1662,1661.0,1599,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25,1998,17.4,1,10,1,10.0,0.58,0.06,0.10,1.00,18.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
1663,1662.0,1600,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,25,1998,4.4,2,5,2,40.0,1.13,0.45,0.40,1.00,17.0,0,0,0,1.0,1.0,0.20,+1.0,+1.0,Matches
1664,1663.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1665,1664.0,1601,Vito Mannone,it ITA,GK,Lille,fr Ligue 1,35,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1666,1665.0,1602,Kostas Manolas,gr GRE,DF,Salernitana,it Serie A,32,1991,5.4,0,2,0,0.0,0.37,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1667,1666.0,1603,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,es La Liga,29,1994,8.3,0,1,0,0.0,0.12,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
1668,1667.0,1604,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,26,1997,1.9,0,5,1,20.0,2.63,0.53,0.00,0.00,14.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1669,1668.0,1605,Benson Manuel,ao ANG,"MF,FW",Burnley,eng Premier League,26,1997,1.3,0,4,2,50.0,3.10,1.55,0.00,0.00,24.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1670,1669.0,1606,Faitout Maouassa,fr FRA,"DF,MF",Granada,es La Liga,25,1998,2.5,0,5,0,0.0,1.97,0.00,0.00,,20.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1671,1670.0,1607,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25,1998,0.8,0,3,2,66.7,3.55,2.37,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1672,1671.0,1608,Marcão,br BRA,DF,Sevilla,es La Liga,27,1996,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1673,1672.0,1609,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.50,16.6,1,0,0,2.0,2.0,0.14,+1.0,+1.0,Matches
1674,1673.0,1610,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.00,0.00,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1675,1674.0,1611,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31,1992,25.2,1,16,6,37.5,0.63,0.24,0.06,0.17,12.2,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
1676,1675.0,1612,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34,1989,25.1,1,5,2,40.0,0.20,0.08,0.20,0.50,15.7,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
1677,1676.0,1613,Alberto Marí,es ESP,FW,Valencia,es La Liga,22,2001,3.1,1,6,2,33.3,1.96,0.65,0.00,0.00,11.4,0,1,1,1.8,1.2,0.20,-0.8,-1.2,Matches
1678,1677.0,1614,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,35,1987,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1679,1678.0,1615,Pablo Marí,es ESP,DF,Monza,it Serie A,29,1993,29.1,0,8,1,12.5,0.28,0.03,0.00,0.00,13.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1680,1679.0,1616,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28,1995,14.7,0,7,1,14.3,0.48,0.07,0.00,0.00,12.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1681,1680.0,1617,Mariano,do DOM,"FW,MF",Sevilla,es La Liga,29,1993,2.7,0,14,2,14.3,5.16,0.74,0.00,0.00,14.7,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
1682,1681.0,1618,Mirko Marić,hr CRO,FW,Monza,it Serie A,28,1995,3.2,1,7,2,28.6,2.20,0.63,0.14,0.50,10.4,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
1683,1682.0,1619,Rafa Marín,es ESP,DF,Alavés,es La Liga,21,2002,27.1,0,13,3,23.1,0.48,0.11,0.00,0.00,14.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1684,1683.0,1620,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27,1996,20.2,0,35,9,25.7,1.73,0.45,0.00,0.00,29.7,10,0,0,1.1,1.1,0.03,-1.1,-1.1,Matches
1685,1684.0,1621,Diego Mariño,es ESP,GK,Almería,es La Liga,33,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1686,1685.0,1622,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29,1994,19.6,1,11,5,45.5,0.56,0.25,0.09,0.20,16.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
1687,1686.0,1623,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,21,2002,35.3,0,3,0,0.0,0.08,0.00,0.00,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1688,1687.0,1624,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,24,1999,25.6,12,77,31,40.3,3.01,1.21,0.13,0.32,17.6,5,2,2,11.6,10.1,0.13,+0.4,-0.1,Matches
1689,1688.0,1625,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,20,2003,1.7,0,5,1,20.0,2.92,0.58,0.00,0.00,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1690,1689.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1691,1690.0,1626,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29,1994,17.1,0,4,0,0.0,0.23,0.00,0.00,,6.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
1692,1691.0,1627,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,21,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1693,1692.0,1628,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,8.1,1,15,4,26.7,1.85,0.49,0.07,0.25,24.3,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1694,1693.0,1629,Eric Martel,de GER,MF,Köln,de Bundesliga,21,2002,27.3,1,27,9,33.3,0.99,0.33,0.04,0.11,18.9,0,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
1695,1694.0,1630,Roger Martí,es ESP,FW,Cádiz,es La Liga,32,1991,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
1696,1695.0,1631,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27,1995,5.0,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
1697,1696.0,1632,Aarón Martín,es ESP,DF,Genoa,it Serie A,26,1997,15.3,0,5,0,0.0,0.33,0.00,0.00,,24.8,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1698,1697.0,1633,Iván Martín,es ESP,MF,Girona,es La Liga,24,1999,30.3,5,19,11,57.9,0.63,0.36,0.26,0.45,16.4,0,0,0,2.9,2.9,0.15,+2.1,+2.1,Matches
1699,1698.0,1634,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,17,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1700,1699.0,1635,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33,1990,13.4,0,10,3,30.0,0.75,0.22,0.00,0.00,17.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
1701,1700.0,1636,Mario Martín,es ESP,MF,Real Madrid,es La Liga,19,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1702,1701.0,1637,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22,2001,22.4,6,58,20,34.5,2.59,0.89,0.10,0.30,15.6,0,0,0,6.8,6.8,0.12,-0.8,-0.8,Matches
1703,1702.0,1638,Tommaso Martinelli,it ITA,GK,Fiorentina,it Serie A,17,2006,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
1704,1703.0,1639,Arnau Martinez,es ESP,DF,Girona,es La Liga,20,2003,13.8,0,1,0,0.0,0.07,0.00,0.00,,7.9,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
1705,1704.0,1640,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1706,1705.0,1641,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32,1991,14.4,0,8,1,12.5,0.56,0.07,0.00,0.00,11.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1707,1706.0,1642,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1708,1707.0,1643,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25,1997,29.5,24,105,44,41.9,3.56,1.49,0.21,0.50,14.2,0,2,3,17.6,15.3,0.15,+6.4,+6.7,Matches
1709,1708.0,1644,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25,1998,7.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1710,1709.0,1645,Marc Martínez,es ESP,GK,Granada,es La Liga,33,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1711,1710.0,1646,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27,1996,25.5,5,24,7,29.2,0.94,0.27,0.21,0.71,10.2,0,0,0,2.7,2.7,0.11,+2.3,+2.3,Matches
1712,1711.0,1647,Adam Marušić,me MNE,DF,Lazio,it Serie A,30,1992,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,19.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1713,1712.0,1648,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23,2000,20.6,0,14,3,21.4,0.68,0.15,0.00,0.00,17.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1714,1713.0,1649,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,30,1993,17.5,0,6,0,0.0,0.34,0.00,0.00,,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1715,1714.0,1650,Adam Masina,ma MAR,DF,Udinese,it Serie A,29,1994,0.7,0,1,1,100.0,1.41,1.41,0.00,0.00,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1716,1715.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1717,1716.0,1651,Adam Masina,ma MAR,DF,Torino,it Serie A,29,1994,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1718,1717.0,1652,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,24,1998,24.7,0,17,3,17.6,0.69,0.12,0.00,0.00,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1719,1718.0,1653,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,eng Premier League,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1720,1719.0,1654,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,22,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1721,1720.0,1655,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,30,1992,24.7,0,14,0,0.0,0.57,0.00,0.00,,24.3,3,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1722,1721.0,1656,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,34,1988,19.9,5,32,12,37.5,1.61,0.60,0.16,0.42,13.8,0,0,0,5.6,5.6,0.18,-0.6,-0.6,Matches
1723,1722.0,1657,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20,2002,23.0,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,3.4,3.4,0.10,-0.4,-0.4,Matches
1724,1723.0,1658,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21,2002,1.1,0,1,1,100.0,0.88,0.88,0.00,0.00,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1725,1724.0,1659,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26,1997,25.4,16,44,25,56.8,1.74,0.99,0.32,0.56,12.7,0,2,2,10.9,9.4,0.21,+5.1,+4.6,Matches
1726,1725.0,1660,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,34,1988,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,30.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1727,1726.0,1661,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,34,1988,13.9,0,6,2,33.3,0.43,0.14,0.00,0.00,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1728,1727.0,1662,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,,10.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1729,1728.0,1663,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1730,1729.0,1664,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21,2002,13.1,1,5,2,40.0,0.38,0.15,0.20,0.50,24.0,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1731,1730.0,1665,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21,2002,3.3,0,2,0,0.0,0.60,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1732,1731.0,1666,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,18,2005,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1733,1732.0,1667,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,29,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1734,1733.0,1668,Alan Matturro,uy URU,DF,Genoa,it Serie A,18,2004,1.2,0,1,0,0.0,0.85,0.00,0.00,,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1735,1734.0,1669,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25,1998,15.4,1,12,2,16.7,0.78,0.13,0.08,0.50,21.1,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
1736,1735.0,1670,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25,1998,8.8,0,6,1,16.7,0.68,0.11,0.00,0.00,18.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1737,1736.0,1671,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,26,1996,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,+0.3,+0.3,Matches
1738,1737.0,1672,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26,1996,1.2,0,5,4,80.0,4.05,3.24,0.00,0.00,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4,Matches
1739,1738.0,1673,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,18,2004,0.6,0,3,1,33.3,4.82,1.61,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1740,1739.0,1674,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,25,1997,16.7,1,12,2,16.7,0.72,0.12,0.08,0.50,9.3,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1741,1740.0,1675,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18,2005,12.4,2,5,2,40.0,0.40,0.16,0.40,1.00,13.1,0,0,0,1.0,1.0,0.19,+1.0,+1.0,Matches
1742,1741.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1743,1742.0,1676,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29,1993,15.0,1,8,2,25.0,0.53,0.13,0.13,0.50,24.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1744,1743.0,1677,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,34,1989,8.0,2,26,11,42.3,3.26,1.38,0.08,0.18,12.5,0,0,0,4.5,4.5,0.17,-2.5,-2.5,Matches
1745,1744.0,1678,Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1746,1745.0,1679,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1747,1746.0,1680,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26,1997,23.9,15,43,23,53.5,1.80,0.96,0.26,0.48,15.8,0,4,4,11.9,8.7,0.20,+3.1,+2.3,Matches
1748,1747.0,1681,Senny Mayulu,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17,2006,3.6,0,3,0,0.0,0.83,0.00,0.00,,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1749,1748.0,1682,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25,1998,1.4,1,3,1,33.3,2.18,0.73,0.33,1.00,19.4,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
1750,1749.0,1683,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25,1997,13.3,0,12,3,25.0,0.90,0.23,0.00,0.00,19.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1751,1750.0,1684,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,27,1995,24.6,5,49,18,36.7,2.00,0.73,0.10,0.28,23.0,3,0,0,2.3,2.3,0.05,+2.7,+2.7,Matches
1752,1751.0,1685,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28,1995,14.1,0,8,1,12.5,0.57,0.07,0.00,0.00,28.6,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1753,1752.0,1686,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28,1995,4.8,0,5,1,20.0,1.05,0.21,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1754,1753.0,1687,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28,1995,22.7,0,4,1,25.0,0.18,0.04,0.00,0.00,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1755,1754.0,1688,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,18,2005,0.2,0,1,0,0.0,5.63,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1756,1755.0,1689,Ethan Mbappé,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,16,2006,0.5,0,2,1,50.0,3.75,1.87,0.00,0.00,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1757,1756.0,1690,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24,1998,24.0,27,112,50,44.6,4.67,2.09,0.19,0.42,18.3,2,6,8,21.0,14.5,0.13,+6.0,+6.5,Matches
1758,1757.0,1691,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,19,2004,1.7,0,4,0,0.0,2.35,0.00,0.00,,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
1759,1758.0,1692,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25,1998,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1760,1759.0,1693,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28,1994,24.5,2,19,2,10.5,0.77,0.08,0.11,1.00,10.3,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches
1761,1760.0,1694,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,28,1995,0.2,1,2,1,50.0,8.18,4.09,0.50,1.00,27.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
1762,1761.0,1695,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23,1999,21.8,9,50,16,32.0,2.30,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4,Matches
1763,1762.0,1696,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1764,1763.0,1697,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,24,1999,3.4,0,4,1,25.0,1.17,0.29,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1765,1764.0,1698,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1766,1765.0,1699,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,20,2002,20.2,3,25,8,32.0,1.23,0.40,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,Matches
1767,1766.0,1700,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1768,1767.0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1769,1768.0,1701,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27,1996,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,Matches
